title,company,location,salary,deadline,description,requirements,benefits,url,posted_date,industry,job_field,min_experience,education_level,age_requirement,headcount,job_level,skills,language,nationality,gender,marital_status,work_type
Chuyên Viên Quản Lý Dự Án Upto 25 Triệu,Công Ty Cổ Phần Kỹ Thuật Toàn Cầu,Hà Nội,Thương lượng,2025-09-14,"Mô tả công việc • Tham gia, phối hợp với các team giải pháp, pre-sale để hỗ trợ quy trình đấu thấu cho các dự án • Điều hành trực tiếp quá trình triển khai các dự án, lập và giám sát các công việc dự án (tiến độ, chi phí, nguồn lực, ...), chịu trách nhiệm trực tiếp với Ban Lãnh đạo dự án về việc thực hiện các mục tiêu • Xây dựng kế hoạch dự án chi tiết và giám sát đảm bảo tiến độ triển khai công việc; • Tổng hợp, theo dõi công việc dự án, phát hiện các vấn đề, rủi ro, chủ động xử lý hoặc đề xuất giải pháp lên các cấp cao hơn; • Chủ trì làm hồ sơ quản lý chất lượng, nghiệm thu, thanh quyết toán với chủ đầu tư, tư vấn giám sát và các bên có liên quan ... • Báo cáo định kỳ cho cấp liên quan về tiến độ, kết quả và các vấn đề gặp phải trong quá trình triển khai dự án; • Thực hiện việc lưu trữ tài liệu, hồ sơ của dự án bao gồm: tài liệu pháp lý, hồ sơ trình duyệt, biên bản, công văn. • Thực hiện các công việc khác liên quan tới dự án theo chỉ đạo của cấp có thẩm quyền.","Yêu cầu công việc • Kiến thức về Quản lý dự án, và quy trình triển khai dự án, thông thạo luật đấu thầu và các luật có liên quan • Tiếng Anh chuyên ngành, tiếng Anh giao tiếp: ưu tiên • Kỹ năng lập kế hoạch, theo dõi và kiểm soát tiến độ • Ít nhất 01 năm kinh nghiệm quản trị dự án phát triển phần mềm /dự án tích hợp và/hoặc triển khai giải pháp cho khách hàng là doanh nghiệp, cơ quan nhà nước. • Kỹ năng giao tiếp, đàm phán và ra quyết định. • Kỹ năng tư duy, phân tích và giải quyết vấn đề • Tốt nghiệp ĐH ngành Công nghệ thông tin, QTKD hoặc các ngành tương đương; Ưu tiên có chứng chỉ về quản lý dự án (PMP, PSM, CMS ..) • Kỹ năng quản lý phạm vi, chi phí và thời gian dự án • Có khả năng nghiên cứu nhanh và nắm bắt được kiến thức về hệ thống cũng như các điểm quan trọng về kĩ thuật/công nghệ. • Sử dụng Microsoft Project • Có trách nhiệm cao trong công việc. • Có khả năng làm việc độc lập hoặc làm việc theo nhóm tốt. • Làm việc dưới áp lực cao, ham học hỏi kiến thức mới, nhạy bén và tiếp thu nhanh.","Các phúc lợi dành cho bạn Thưởng Hưởng lương tháng thứ 13, các ngày Lễ - Tết trong năm Thưởng dự án Chăm sóc sức khoẻ Được tham gia đầy đủ BHXH theo quy định nhà nước. Nghỉ phép có lương 12 ngày nghỉ phép có lương trong năm Máy tính xách tay Cấp Laptop làm việc. Cơ hội du lịch Trong năm có 1 chuyến đi xa ( có thể trong hoặc ngoài nước) và các chuyến teambuilding gắn kết tập thể. Hoạt động nhóm Du lịch hàng năm, các hoạt động nội bộ mỗi tháng. Căn-tin Cơm trưa tại văn phòng. Khác Chế độ lương hấp dẫn, chế độ phúc lợi khác theo Luật lao động và chính sách của công ty.",https://www.vietnamworks.com/chuyen-vien-quan-ly-du-an-upto-25-trieu-1946892-jv?utm_campaign_navi=1946892&utm_source_navi=specialOffers&utm_medium_navi=specialOffers,15/08/2025,Hệ thống CNTT & Thiết bị,Công Nghệ Thông Tin/Viễn Thông > Quản Lý Dự Án Công Nghệ,1,Cử nhân,Không hiển thị,Không hiển thị,Nhân viên,"Quản Lý Dự Án, Tiếng Anh Chuyên Ngành May, Lập Kế Hoạch, Sử dụng Microsoft Project, Giao Tiếp",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,Toàn thời gian
IT Staff (Application Developer),Panasonic Appliances Vietnam,Hà Nội,Thương lượng,2025-09-21,"Mô tả công việc Panasonic Appliances Vietnam (PAPVN) is looking for 01 member to join the IT (Developer) Team. Please note that t eligible candidate will be in charge of In-house system, Office 365/Cloud apps and mainly work in Hà Nội (go to TL2 Factory in Hưng Yên when needed). Main tasks as follows: - Build up the applications by Office 365 platforms (PowerApps, Power Automate, Power BI…), Python, RPA software, AI - Develop in-house systems for company based on requirements - Contribute ideas to improve current systems for company - In charge of database design, management and visualization - Study new development technic applies to company - Maintain current O365 application and fix related issues","Yêu cầu công việc - University graduate with bachelor's degree and above - About 1 year of relevant working experience in development field. Freshers with good attitude and performance are warmly welcomed - Good knowledge and experience about development tool in Microsoft stack or open-source programming Language: C#, ASP.NET, SQL Server, .NET Core, Angular, Python - Intermediate English (good at reading skill and understanding documents) - Have knowledge about Database analysis and structure design - Experience in front-end (Bootstrap, jQuery, JavaScript, HTML, CSS) is an advantage **BENEFIT: - Company bus picking up to factories (from Ha Noi, Soc Son, Me Linh, Vinh Phuc) - Competitive salary package with annual salary review and performance bonus twice a year - 100% salary in probation time - Personal health insurance package - Life support allowance, languages allowance (English, Japanese, Chinese), and other allowances - Good chance to be trained on the job and various training courses by the company and Panasonic Group - Career development opportunity by job rotation and internal recruiting program - Company's activities: Happy Hour, Family Day, Children Day... *Working time: 8:00 - 16:45 (Every Monday to Friday & 0-2 Saturday/Month) *Your CVs will be screened on a first come, first served basis and we will contact you if your CV is selected within 2 weeks.",Các phúc lợi dành cho bạn Thưởng Annual salary increasement; Bonus twice a year; 100% salary in probation period Chăm sóc sức khoẻ Health Insurance Package; Allowances English/Japanese certificate & Bachelor/Master in Japan Xe đưa đón Shuttle bus for employees; Training courses from Company and Panasonic Corporation,https://www.vietnamworks.com/it-staff-application-developer-1949573-jv?utm_campaign_navi=1949573&utm_source_navi=specialOffers&utm_medium_navi=specialOffers,22/08/2025,Sản xuất,Công Nghệ Thông Tin/Viễn Thông > Phần Mềm Máy Tính,Không yêu cầu,Không giới hạn,Không hiển thị,Không hiển thị,Nhân viên,"Software Development Tools, C#, Power Apps, Cloud AI, Python Developer",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,Toàn thời gian
SEO Specialist,VU LE XI Data Solutions Limited Company,Hồ Chí Minh,Thương lượng,2025-08-31,"Mô tả công việc We are specialized data processing outsourcing company providing high-quality services to international clients, with a particular focus on the Australian Finance, Accounting and IT market. For this, we are searching SEO Specialist - who has experience with PrestaShop. You must be able to communicate to the internal development team if needed. By joining our team, you will deliver tailored back-office processing solutions that align with client operational needs. Core Responsibilities 1. Conduct full technical SEO audits (crawl, indexation, site health). 2. Optimize crawlability via robots.txt, XML sitemaps, canonical tags, etc. 3. Work with developers to refine site architecture and URL hierarchy. 4. Improve site performance and Core Web Vitals (Google PSI, Lighthouse). 5. Ensure mobile responsiveness and mobile-first indexing compatibility. 6. Report back to lead specialist once a week 7. Ability to run audits as per below, prioritise tasks and execute the required changes 8. Self starter, motivated and KEEN You will be working with international team and under international client, so proficiency in English is compulsory.","Yêu cầu công việc Technical Capabilities 1. Log file analysis for bot behavior insights. 2. Implement and manage schema markup (JSON-LD). 3. Plan and execute 301/302 redirects and canonicalization. 4. Resolve duplicate content issues and URL parameter mismanagement. Tool Proficiency 1. Screaming Frog, Sitebulb, AHREFS, Agency Analytics etc 2. Google Search Console, GA4, Looker Studio, Ahrefs, SEMrush 3. Cloudflare 4. Collaborates with devs, content writers, UX, and marketing teams 5. Familiar with Prestashop is a must This will be a full time LONG TERM role, so you need to have the capabilities to do the work, if you can provide your pricing per month. You will be measured on rankings performance, communication and ability to innovate","Các phúc lợi dành cho bạn Thưởng You will be measured on rankings performance, communication and ability to innovate Đào tạo Opportunities for professional growth and development. Collaborative training programs with industry partners. Hoạt động nhóm A dynamic and supportive team environment Interact and teamwork with internation team",https://www.vietnamworks.com/seo-specialist-1941283-jv?utm_campaign_navi=1941283&utm_source_navi=specialOffers&utm_medium_navi=specialOffers,01/08/2025,Phần Mềm CNTT/Dịch vụ Phần mềm,Công Nghệ Thông Tin/Viễn Thông > Quản Lý Công Nghệ Thông Tin,1,Cử nhân,22-45,10,Nhân viên,"English proficiency, English proficiency, JSON, Lighthouse, PrestaShop, PSI Management",Tiếng Anh,Không giới hạn,Bất kỳ,Bất kỳ,Toàn thời gian
IT Supervisor (System Administrator),Panasonic Appliances Vietnam,Hà Nội,Thương lượng,2025-09-21,"Mô tả công việc Panasonic Appliances Vietnam (PAPVN) is looking for 01 member to join the IT (Infrastructure) Team. This position is based in Hanoi, with occasional travel to TL2 Factory in Hung Yen when needed (around once a month). Main tasks as follows: - Be in charge of Infrastructure system in TL1 Factory (Hanoi) and support Infrastructure system in TL2 Factory (Hung Yen) - Maintain the Server & Network system, IT services (CCTV, Security Door, PBX, PA, Back-up system, Cisco, Fortinet, PaloAlto,…) - Troubleshoot and support business users mainly in TL1 - Handle IT infrastructure projects in TL1 & TL2 (mainly in TL1) - Handle Factory's Network to keep the security condition and BCP - Cooperate to implement Cloud SVR and Smart Factory - Work on other tasks as assigned","Yêu cầu công việc - University & above graduated - More than 3 years of experiences in IT network/server system (configure and monitor) - Have knowledge or experiences in CCTV, PA, or Door security system (included operation and maintenance) - Experience to control the VM Systems (VMWare, VxRail,..) and manage the virtual machines. - Certifications of CCNA, MCAAA, VCP, MS Azure/AWS Cloud is a plus - Can utilize the AI tools on daily/support work - Good English at reading and understanding documents **BENEFIT: - Company bus picking up to factories (from Ha Noi, Soc Son, Me Linh, Vinh Phuc) - Competitive salary package with annual salary review and performance bonus twice a year - 100% salary in probation time - Personal health insurance package - Life support allowance, languages allowance (English, Japanese, Chinese), and other allowances - Good chance to be trained on the job and various training courses by the company and Panasonic Group - Career development opportunity by job rotation and internal recruiting program - Company's activities: Happy Hour, Family Day, Children Day... *Working time: 8:00 - 16:45 (Every Monday to Friday & 0-2 Saturday/Month) *Your CVs will be screened on a first come, first served basis and we will contact you if your CV is selected within 2 weeks.",Các phúc lợi dành cho bạn Thưởng Annual salary review; Bonus twice a year; 100% salary in probation period Chăm sóc sức khoẻ Health Insurance Package; Free TOEIC test annual& training courses monthly Xe đưa đón Shuttle bus for employees; Allowances English/Japanese certificate & Bachelor/Master in Japan,https://www.vietnamworks.com/it-supervisor-system-administrator-1949574-jv?utm_campaign_navi=1949574&utm_source_navi=specialOffers&utm_medium_navi=specialOffers,22/08/2025,Sản xuất,Công Nghệ Thông Tin/Viễn Thông > System/Cloud/DevOps Engineer,Không yêu cầu,Không giới hạn,Không hiển thị,Không hiển thị,Nhân viên,"IT Infrastructure, Quản Trị Hệ Thống IT, IT Hardware, Server System Management, Network",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,Toàn thời gian
Kiến Trúc Sư Hệ Thống (SA),"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",Hà Nội,35tr-49tr ₫/năm,2025-09-05,"Mô tả công việc Công ty cổ phần Công nghệ thông tin, Viễn thông và Tự động hóa Dầu khí (PAIC) với phạm vi hoạt động chủ yếu là cung cấp các dịch vụ giá trị gia tăng thuộc lĩnh vực Công nghệ thông tin, Viễn thông và Tự động hóa Do nhu cầu mở rộng sản xuất kinh doanh, Công ty chúng tôi đang có nhu cầu tuyển dụng nhân sự đảm nhiệm chức danh: Kiến trúc sư hệ thống (SA) Địa điểm làm việc: Hà Nội Số lượng cần tuyển: 03 Thời gian nộp hồ sơ: Đến hết ngày 6/9/2025 Thu nhập: Từ 350 triệu – 490 triệu/năm Mô tả công việc: - Thu thập và phân tích yêu cầu: o Thu thập và phân tích yêu cầu nghiệp vụ sản xuất từ các bộ phận: Kế hoạch, Vận hành, QA, Bảo trì… o Chuyển đổi yêu cầu nghiệp vụ thành yêu cầu hệ thống có thể thiết kế và triển khai được - Thiết kế kiến trúc tổng thể cho hệ thống MES, bao gồm: o Xây dựng kiến trúc logic và vật lý cho hệ thống (bao gồm frontend, backend, database, tích hợp). o Xác định công nghệ, ngôn ngữ lập trình, nền tảng, kiểu triển khai (on-premise/cloud/hybrid), giao thức tích hợp (API, MQTT, OPC UA...). o Thiết kế kiến trúc đa lớp (multi-tier), microservices hoặc modular. o Giải pháp tích hợp thiết bị công nghiệp (PLC, SCADA, IoT...) o Liên kết các hệ thống ERP/WMS/CMMS - Thiết kế Cơ sở dữ liệu. o Phân tích dữ liệu nghiệp vụ và thiết kế mô hình dữ liệu quan hệ (ERD) cho toàn hệ thống. o Tối ưu hóa thiết kế CSDL (chuẩn hóa, indexing, phân vùng dữ liệu nếu cần). o Đảm bảo tính nhất quán, hiệu suất và bảo mật cho hệ thống lưu trữ dữ liệu (SQL Server, Oracle, PostgreSQL...). - Xây dựng chuẩn và định hướng kỹ thuật o Xây dựng guideline kiến trúc, coding convention, chuẩn API, định danh dữ liệu... o Định hướng kỹ thuật cho đội ngũ phát triển, hỗ trợ giải pháp khi có vấn đề kỹ thuật phức tạp. - Tích hợp hệ thống o Thiết kế kiến trúc tích hợp giữa hệ thống MES với các hệ thống khác như ERP, SCADA, thiết bị IoT... o Đảm bảo luồng dữ liệu xuyên suốt, thời gian thực và an toàn. - Giám sát và đánh giá kiến trúc o Rà soát, đánh giá các module do nhóm phát triển thực hiện có tuân thủ kiến trúc đề ra không. o Đánh giá tác động khi có thay đổi lớn (thêm tính năng, thay đổi nền tảng...). - Đảm bảo các yếu tố phi chức năng o Đảm bảo hệ thống đạt các yêu cầu về hiệu năng (performance), khả năng mở rộng (scalability), độ sẵn sàng (availability), bảo mật (security), bảo trì (maintainability). - Hỗ trợ triển khai và vận hành o Hỗ trợ kỹ thuật trong giai đoạn triển khai thử nghiệm và chính thức. Phối hợp xử lý sự cố, tối ưu hệ thống sau khi vận hành.","Yêu cầu công việc Quyền lợi được hưởng: - Lương thỏa thuận xứng đáng theo năng lực và kinh nghiệm. Chế độ thưởng theo hiệu quả công việc trong các dự án tham gia. - Môi trường làm việc ổn định với cơ hội xây dựng sự nghiệp bền vững, lâu dài. - Đánh giá hiệu quả công việc, mức độ cống hiến và tăng lương định kỳ. - Hưởng đầy đủ các chế độ theo quy định của công ty và pháp luật hiện hành như: bảo hiểm y tế, bảo hiểm xã hội. Yêu cầu ứng viên: + Trình độ chuyên môn: - Tốt nghiệp đại học trở lên chuyên ngành: Công nghệ thông tin, Kỹ thuật phần mềm, Tự động hóa, Hệ thống thông tin quản lý hoặc tương đương. - Ưu tiên ứng viên có các chứng chỉ: o PMP hoặc chứng chỉ về quản lý dự án o Kiến trúc phần mềm (TOGAF, SAFe, Microsoft Azure Architect…) + Kinh nghiệm: - Tối thiểu 5 năm kinh nghiệm phát triển phần mềm, trong đó ít nhất 2 năm ở vị trí kiến trúc sư hệ thống đối với lĩnh vực phần mềm quản lý sản xuất. - Có kinh nghiệm thiết kế, triển khai một hoặc nhiều các hệ thống phần mềm cho nhà máy sản xuất như: o Hệ thống quản lý Data Warehouse; o Hệ thống quản lý sản xuất (MES); o Hệ thống hoạch định nguồn lực doanh nghiệp (ERP); o Hệ thống quản lý bảo trì thiết bị (CMMS); o Hệ thống quản lý chất lượng (QMS); - Ưu tiên có kinh nghiệm tích hợp phần mềm với thiết bị công nghiệp (PLC, SCADA, IoT Gateway…) + Kiến thức & kỹ năng chuyên môn - Hiểu biết sâu về quy trình sản xuất công nghiệp (Discrete, Continuous hoặc Hybrid). - Thành thạo thiết kế kiến trúc phần mềm: Phân tầng, Microservices, Modular … - Giao tiếp real-time với thiết bị hoặc SCADA - Thành thạo công nghệ: o .NET Core / ASP.NET / C#, Angular o SQL Server, Oracle, PostgreSQL, TimeSeries DB và khả năng tối ưu hiệu năng - Hiểu biết các chuẩn giao tiếp công nghiệp: OPC UA, MQTT, Modbus, REST, SOAP… - Kỹ năng phân tích yêu cầu người dùng, mô hình hóa dữ liệu, phân tích luồng xử lý sản xuất. - Có khả năng đưa ra giải pháp tích hợp các hệ thống sẵn có (ERP/MES/SCADA). - Có tư duy hệ thống và khả năng thiết kế giải pháp tổng thể (end-to-end). + Kỹ năng mềm - Kỹ năng làm việc nhóm, phối hợp với các phòng ban kỹ thuật, sản xuất, CNTT. - Kỹ năng trình bày và bảo vệ giải pháp với khách hàng, Ban Giám đốc, đội phát triển. - Kỹ năng quản lý rủi ro kỹ thuật, đánh giá chi phí – hiệu quả – thời gian triển khai giải pháp. Hồ sơ bao gồm: - Sơ yếu lý lịch có xác nhận (trong vòng 6 tháng) của địa phương hoặc cơ quan đang công tác; - Đơn xin việc, CV; - Giấy khai sinh; - Giấy khám sức khỏe; - Văn bằng, chứng chỉ liên quan; - Bản sao CCCD; - 02 ảnh 4*6 Yêu cầu hồ sơ ứng viên: - Ngôn ngữ Tiếng Việt - Có thể nộp hồ sơ qua email hay trực tiếp đến tại công ty; - Tiêu đề email/hồ sơ ghi rõ: “Hồ sơ ứng tuyển vị trí Tuyển dụng – Họ và tên – Năm sinh”; - Khi nhận được email/hồ sơ, chúng tôi sẽ liên hệ những hồ sơ đạt yêu cầu để phỏng vấn tuyển dụng.","Các phúc lợi dành cho bạn Thưởng Môi trường làm việc ổn định với cơ hội xây dựng sự nghiệp bền vững, lâu dài. Chăm sóc sức khoẻ Đánh giá hiệu quả công việc, mức độ cống hiến và tăng lương định kỳ. Nghỉ phép có lương Thu nhập: từ 350 triệu – 490 triệu/năm",https://www.vietnamworks.com/kien-truc-su-he-thong-sa-1943168-jv?utm_campaign_navi=1943168&utm_source_navi=specialOffers&utm_medium_navi=specialOffers,06/08/2025,Phần Mềm CNTT/Dịch vụ Phần mềm,Công Nghệ Thông Tin/Viễn Thông > System/Cloud/DevOps Engineer,5,Cử nhân,Không hiển thị,3,Nhân viên,"Triển Khai Hệ Thống, ERP, Quản Trị Hệ Thống ERP, .NET, ASP.NET",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,Toàn thời gian
System Engineer,Công Ty Cổ Phần Tin Học Viễn Thông Petrolimex (PIACOM),Hà Nội,Từ 18tr ₫/tháng,2025-09-19,"Mô tả công việc • Quản trị vận hành hệ thống Microsoft: Active Directory, Exchange, SCCM, SQL Server. • Triển khai và quản lý Microsoft 365, hệ thống Backup (IBM/HPE/DELL/VEEAM). • Xây dựng tài liệu kỹ thuật, quy trình vận hành và đào tạo người dùng. • Triển khai mới giải pháp Microsoft cho khách hàng doanh nghiệp.","Yêu cầu công việc ✨ Học vấn & Kinh nghiệm: • Tốt nghiệp chính quy ngành CNTT/Mạng-Truyền thông. • Tối thiểu 3 năm kinh nghiệm quản trị hệ thống Microsoft (AD, Exchange, SCCM, SQL). • Có chứng chỉ MCSA/Microsoft 365 Associate trở lên. ✨ Kỹ năng chuyên môn: • Thành thạo Active Directory, Exchange Server, SCCM. • Kinh nghiệm SQL Server Administration và Backup Solutions (VEEAM/IBM/HPE). ✨ Kỹ năng mềm: • Có khả năng chịu áp lực cao, làm việc độc lập. • Kỹ năng đào tạo và hướng dẫn người dùng. ✨ Khác: Giới tính Nam, độ tuổi 25 - 35. ƯU TIÊN: • Có chứng chỉ VMware/Linux. • Có kinh nghiệm với Server Hardware (IBM/HPE/DELL). Quyền Lợi: ✨ Lương từ 18 triệu, thỏa thuận cao hơn tùy theo năng lực và kinh nghiệm ✨ Môi trường làm việc chuyên nghiệp: • Môi trường làm việc cởi mở, tôn trọng riêng tư cá nhân; sẵn sàng giúp đỡ, chia sẻ khó khăn trong công việc và cuộc sống • Cơ sở trang thiết bị hạ tầng hiện đại ✨ Chế độ đãi ngộ và phúc lợi đa dạng, thường xuyên: • Mức lương khởi điểm tốt, được trả theo năng lực chuyên môn và kết quả công việc • Review nâng lương dựa trên kết quả công việc tối thiểu 1 lần/năm • Thưởng đột xuất dự án, thưởng hiệu suất định kỳ • Phụ cấp và quà tặng các dịp Lễ, Tết, kỷ niệm… • Được đóng bảo hiểm xã hội theo quy định của Nhà nước • Được mua bảo hiểm chăm sóc sức khoẻ toàn diện của Tổng Công ty Bảo hiểm PJICO và khám sức khoẻ định kỳ 1 lần/năm tại bệnh viện đa khoa uy tín • Có tối thiểu 12 ngày nghỉ phép hưởng lương/năm • Các hoạt động ngoại khoá (bóng đá, quần vợt, giao lưu văn nghệ, team-building…) ✨ Đào tạo và phát triển bản thân: • Được hướng dẫn bởi các mentor là chuyên gia trong lĩnh vực CNTT tại Công ty • Được tham gia các seminar in-house của các chuyên gia đầu ngành do Công ty tổ chức • Được cử đi đào tạo tại các cơ sở đào tạo uy tín • Có cơ hội được đi đào tạo tại nước ngoài tùy vào năng lực chuyên môn và yêu cầu công việc","Các phúc lợi dành cho bạn Thưởng Thưởng đột xuất dự án, thưởng hiệu suất định kỳ Chăm sóc sức khoẻ Được mua bảo hiểm chăm sóc sức khoẻ toàn diện của Tổng Công ty Bảo hiểm PJICO và khám sức khoẻ định kỳ 1 lần/năm tại bệnh viện đa khoa uy tín Nghỉ phép có lương Có tối thiểu 12 ngày nghỉ phép hưởng lương/năm Đào tạo Được hướng dẫn bởi các mentor là chuyên gia trong lĩnh vực CNTT tại Công ty Được tham gia các seminar in-house của các chuyên gia đầu ngành do Công ty tổ chức Được cử đi đào tạo tại các cơ sở đào tạo uy tín Có cơ hội được đi đào tạo tại nước ngoài tù Hoạt động nhóm Các hoạt động ngoại khoá (bóng đá, quần vợt, giao lưu văn nghệ, team-building…) Khác Phụ cấp và quà tặng vào các dịp lễ, tết, kỷ niệm hàng năm",https://www.vietnamworks.com/system-engineer-1948463-jv?source=searchResults&searchType=2&placement=1948463&sortBy=date,20/08/2025,Phần Mềm CNTT/Dịch vụ Phần mềm,Công Nghệ Thông Tin/Viễn Thông > System/Cloud/DevOps Engineer,3,Cử nhân,25-35,Không hiển thị,Nhân viên,"Hệ Thống Active Directory, Microsoft Exchange Server, SCCM, SQL Server, Server Administration, SQL Server",Bất kỳ,Không hiển thị,Nam,Không hiển thị,Toàn thời gian
Network Security Engineer,Công Ty Cổ Phần Tin Học Viễn Thông Petrolimex (PIACOM),Hà Nội,Từ 18tr ₫/tháng,2025-09-19,"Mô tả công việc • Quản trị hệ thống mạng LAN/WAN (Cisco/Juniper/Fortinet/Palo Alto). • Triển khai Firewall, Load Balancing (F5/Peplink), xử lý sự cố với vendor. • Thiết kế hệ thống mới và xây dựng tài liệu kỹ thuật. • Đào tạo vận hành hệ thống mạng và bảo mật.","Yêu cầu công việc ✨ Học vấn & Kinh nghiệm: • Tốt nghiệp chính quy ngành CNTT/Mạng-Truyền thông. • Tối thiểu 3 năm kinh nghiệm triển khai LAN/WAN/Firewall. • Có chứng chỉ CCNP/CCSE trở lên. ✨ Kỹ năng chuyên môn: • Thành thạo Cisco Networking, Firewall (Fortinet/Palo Alto). • Kinh nghiệm Load Balancing (F5), LAN/WAN Infrastructure. ✨ Kỹ năng mềm: • Xử lý khủng hoảng nhanh, làm việc đa nhiệm. • Kỹ năng giao tiếp với vendor và nội bộ. ✨ Khác: Giới tính Nam, độ tuổi 25 - 35. ƯU TIÊN: • Có kinh nghiệm Data Center Operations. • Có kiến thức Network Security nâng cao. Quyền Lợi: ✨ Lương từ 18 triệu, thỏa thuận cao hơn tùy theo năng lực và kinh nghiệm ✨ Môi trường làm việc chuyên nghiệp: • Môi trường làm việc cởi mở, tôn trọng riêng tư cá nhân; sẵn sàng giúp đỡ, chia sẻ khó khăn trong công việc và cuộc sống • Cơ sở trang thiết bị hạ tầng hiện đại ✨ Chế độ đãi ngộ và phúc lợi đa dạng, thường xuyên: • Mức lương khởi điểm tốt, được trả theo năng lực chuyên môn và kết quả công việc • Review nâng lương dựa trên kết quả công việc tối thiểu 1 lần/năm • Thưởng đột xuất dự án, thưởng hiệu suất định kỳ • Phụ cấp và quà tặng các dịp Lễ, Tết, kỷ niệm… • Được đóng bảo hiểm xã hội theo quy định của Nhà nước • Được mua bảo hiểm chăm sóc sức khoẻ toàn diện của Tổng Công ty Bảo hiểm PJICO và khám sức khoẻ định kỳ 1 lần/năm tại bệnh viện đa khoa uy tín • Có tối thiểu 12 ngày nghỉ phép hưởng lương/năm • Các hoạt động ngoại khoá (bóng đá, quần vợt, giao lưu văn nghệ, team-building…) ✨ Đào tạo và phát triển bản thân: • Được hướng dẫn bởi các mentor là chuyên gia trong lĩnh vực CNTT tại Công ty • Được tham gia các seminar in-house của các chuyên gia đầu ngành do Công ty tổ chức • Được cử đi đào tạo tại các cơ sở đào tạo uy tín • Có cơ hội được đi đào tạo tại nước ngoài tùy vào năng lực chuyên môn và yêu cầu công việc","Các phúc lợi dành cho bạn Thưởng Thưởng đột xuất dự án, thưởng hiệu suất định kỳ Chăm sóc sức khoẻ Được mua bảo hiểm chăm sóc sức khoẻ toàn diện của Tổng Công ty Bảo hiểm PJICO và khám sức khoẻ định kỳ 1 lần/năm tại bệnh viện đa khoa uy tín Nghỉ phép có lương Có tối thiểu 12 ngày nghỉ phép hưởng lương/năm Đào tạo Được hướng dẫn bởi các mentor là chuyên gia trong lĩnh vực CNTT tại Công ty Được tham gia các seminar in-house của các chuyên gia đầu ngành do Công ty tổ chức Được cử đi đào tạo tại các cơ sở đào tạo uy tín Có cơ hội được đi đào tạo tại nước ngoài tù Hoạt động nhóm Các hoạt động ngoại khoá (bóng đá, quần vợt, giao lưu văn nghệ, team-building…) Khác Phụ cấp và quà tặng vào các dịp lễ, tết, kỷ niệm hàng năm",https://www.vietnamworks.com/network-security-engineer-1948467-jv?source=searchResults&searchType=2&placement=1948467&sortBy=date,20/08/2025,Phần Mềm CNTT/Dịch vụ Phần mềm,Công Nghệ Thông Tin/Viễn Thông > Bảo Mật Công Nghệ Thông Tin,3,Cử nhân,Không hiển thị,Không hiển thị,Nhân viên,"IP networking, Firewall, Line Balancing, Network Infrastructure, Cisco Networking",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,Toàn thời gian
