job_id,title,job_domain,company_name,company_url,city,work_mode,employment_type,salary_min,salary_max,is_negotiable,benefits,skills_raw,skills_standardized,experience_min_years,experience_max_years,experience_level,posted_date,deadline_date,source,industry
243,cctv network pa tell ..... technician for ha noi office,Other,"Trends & Technologies, Inc. Vietnam Co., Ltd",https://careerviet.vn/vi/nha-tuyen-dung/trends-technologies-inc-vietnam-co-ltd.35A786DC.html,Hà Nội,,Full-time,0,0,1,[],[],[],1,3,Junior,2025-12-08 00:00:00,2025-04-09 00:00:00,CareViet,['Other']
244,network engineer,Other,"Trends & Technologies, Inc. Vietnam Co., Ltd",https://careerviet.vn/vi/nha-tuyen-dung/trends-technologies-inc-vietnam-co-ltd.35A786DC.html,Đà Nẵng,,Full-time,0,0,1,[],[],[],1,2,Junior,2025-12-08 00:00:00,2025-06-09 00:00:00,CareViet,['IT/Software']
245,voice engineer for da nang office,Other,"Trends & Technologies, Inc. Vietnam Co., Ltd",https://careerviet.vn/vi/nha-tuyen-dung/trends-technologies-inc-vietnam-co-ltd.35A786DC.html,Đà Nẵng,Remote,Full-time,0,0,1,['Work from home'],[],[],1,2,Junior,2025-12-08 00:00:00,2025-06-09 00:00:00,CareViet,['IT/Software']
246,voice engineer in ha noi office,Other,"Trends & Technologies, Inc. Vietnam Co., Ltd",https://careerviet.vn/vi/nha-tuyen-dung/trends-technologies-inc-vietnam-co-ltd.35A786DC.html,Hà Nội,Remote,Full-time,0,0,1,['Work from home'],[],[],1,2,Junior,2025-12-08 00:00:00,2025-05-10 00:00:00,CareViet,['IT/Software']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
248,.net developer,Other,CÔNG TY TNHH CARTRACK VIETNAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-cartrack-vietnam.35A9D18B.html,Hồ Chí Minh,,Full-time,0,0,1,[],"['c#', 'sql', 'go']","['c#', 'sql', 'go']",4,10,Senior,2025-12-08 00:00:00,30/09/2025,CareViet,['IT/Software']
249,sales level b2b,Other,CÔNG TY TNHH CARTRACK VIETNAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-cartrack-vietnam.35A9D18B.html,Hồ Chí Minh,,Full-time,35000000,60000000,0,[],[],[],3,7,Middle,2025-12-08 00:00:00,30/08/2025,CareViet,['Sales/Marketing']
250,security engineer,Security,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,20000000,30000000,0,[],"['python', 'c++', 'sql', 'go']","['python', 'c++', 'sql', 'go']",2,2,Middle,2025-12-08 00:00:00,2025-05-09 00:00:00,CareViet,['IT/Software']
251,devops engineer,DevOps,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,30000000,40000000,0,[],[],[],3,3,Middle,2025-12-08 00:00:00,30/09/2025,CareViet,['IT/Software']
252,security engineer,Security,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,0,0,1,['Đào tạo'],[],[],4,4,Senior,2025-12-08 00:00:00,2025-05-09 00:00:00,CareViet,['IT/Software']
253,seo,Other,CÔNG TY TNHH DU LỊCH TIÊN PHONG Á CHÂU,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-du-lich-tien-phong-a-chau.35A9E11C.html,Hà Nội,,Full-time,0,0,1,['Du lịch'],[],[],1,3,Junior,2025-12-08 00:00:00,2025-05-09 00:00:00,CareViet,['Other']
254,devops engineer,DevOps,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,20000000,30000000,0,[],"['python', 'java', 'nodejs']","['python', 'java', 'nodejs']",2,2,Middle,2025-12-08 00:00:00,17/09/2025,CareViet,['IT/Software']
255,lập trình viên fullstack,Fullstack,Công Ty Cổ Phần Đầu Tư Và Phát Triển Nhựa Gỗ Châu Âu,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-dau-tu-va-phat-trien-nhua-go-chau-au.35A88FB3.html,Hà Nội,,Full-time,15000000,20000000,0,[],"['java', 'javascript', 'nodejs', 'react']","['java', 'javascript', 'nodejs', 'react']",2,3,Middle,2025-12-08 00:00:00,31/08/2025,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
257,data engineer,Data,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,https://careerviet.vn/vi/nha-tuyen-dung/ngan-hang-tmcp-viet-nam-thinh-vuong-vpbank.35A6CA10.html,Hà Nội,,Full-time,0,0,1,[],['sql'],['sql'],2,4,Middle,2025-12-08 00:00:00,2025-05-09 00:00:00,CareViet,['IT/Software']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
260,vận hành,Other,CÔNG TY CỔ PHẦN KINH DOANH F88,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-kinh-doanh-f88.35A89F54.html,Hồ Chí Minh,,Full-time,0,0,1,[],[],[],3,5,Middle,2025-12-08 00:00:00,2025-04-09 00:00:00,CareViet,['Other']
261,data engineer,Data,CÔNG TY CỔ PHẦN KINH DOANH F88,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-kinh-doanh-f88.35A89F54.html,Hà Nội,,Full-time,25000000,55000000,0,[],['python'],['python'],3,3,Middle,2025-12-08 00:00:00,31/08/2025,CareViet,['IT/Software']
262,tư vấn giải pháp vmware network sercurity,Other,Công ty TNHH Viettel - CHT,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-viettel-cht.35A87FE7.html,Hà Nội,,Full-time,0,0,1,[],[],[],2,2,Middle,2025-12-08 00:00:00,31/08/2025,CareViet,['IT/Software']
263,business development director xr metaverse saas it,Other,SAVA META TECHNOLOGY JOINT STOCK COMPANY,https://careerviet.vn/vi/nha-tuyen-dung/sava-meta-technology-joint-stock-company.35A9C15F.html,Hà Nội,,Full-time,65000000,104000000,0,[],['go'],['go'],8,15,Lead/Manager,2025-12-08 00:00:00,18/09/2025,CareViet,['IT/Software']
264,hỗ trợ khách hàng,Other,CÔNG TY TNHH EKKO TECH VIỆT NAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-ekko-tech-viet-nam.35A9D0F9.html,Hà Nội,,Full-time,10000000,12000000,0,[],[],[],1,2,Junior,2025-12-08 00:00:00,15/09/2025,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
266,data engineer,Data,Công ty TNHH Japfa Comfeed Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-japfa-comfeed-viet-nam.35A9BF5E.html,Long An,,Full-time,0,0,1,[],[],[],1,3,Junior,2025-12-08 00:00:00,2025-12-09 00:00:00,CareViet,['IT/Software']
267,business analyst,BA/PM/PO,CÔNG TY CỔ PHẦN CASPER VIỆT NAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-casper-viet-nam.35A8BBB4.html,Hà Nội,,Full-time,25000000,32000000,0,['Đào tạo'],[],[],2,2,Middle,2025-12-08 00:00:00,17/09/2025,CareViet,['Consulting']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
270,support sap log pp sd mm,Other,Công Ty Cổ Phần Quốc Tế Sơn Hà,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-quoc-te-son-ha.35A69C8E.html,Hà Nội,,Full-time,0,0,1,['Đào tạo'],[],[],1,1,Junior,2025-12-08 00:00:00,30/09/2025,CareViet,['IT Support']
271,reverse logistics analyst,Other,Công ty TNHH Onpoint,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-onpoint.35A80615.html,Hồ Chí Minh,,Full-time,0,0,1,"['Bảo hiểm', 'Phụ cấp', 'Work from home', 'Thưởng']",[],[],1,3,Junior,2025-12-08 00:00:00,2025-12-09 00:00:00,CareViet,['Consulting']
272,java developer,Other,Công Ty Tài Chính Mirae Asset (Việt Nam),https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tai-chinh-mirae-asset-viet-nam.35A6FD8E.html,Hồ Chí Minh,,Full-time,0,0,1,[],"['java', 'sql', 'go']","['java', 'sql', 'go']",2,5,Middle,2025-12-08 00:00:00,30/09/2025,CareViet,['IT/Software']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
274,kỹ thuật it support,Other,NETNAM CORP.,https://careerviet.vn/vi/nha-tuyen-dung/netnam-corp.35A9668C.html,Hồ Chí Minh,,Full-time,10000000,15000000,0,[],[],[],1,2,Junior,13/08/2025,2025-11-09 00:00:00,CareViet,['IT/Software']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
284,security engineer,Security,Ngân hàng Việt Nam Thương Tín,https://careerviet.vn/vi/nha-tuyen-dung/ngan-hang-viet-nam-thuong-tin.35A5F7D5.html,Hồ Chí Minh,,Full-time,10000000,30000000,0,[],[],[],1,10,Junior,2025-12-08 00:00:00,31/10/2025,CareViet,['IT/Software']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
286,mobile developer,Mobile,CÔNG TY CỔ PHẦN ONEFIN VIỆT NAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-onefin-viet-nam.35A9C732.html,Hồ Chí Minh,,Full-time,0,0,1,[],['go'],['go'],2,2,Middle,18/08/2025,18/09/2025,CareViet,['IT/Software']
287,trợ lý công nghệ số,Other,Công ty TNHH MTV Sen Vàng Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-mtv-sen-vang-viet-nam.35A8D1C3.html,Hồ Chí Minh,,Full-time,0,0,1,"['Đào tạo', 'Cơ hội thăng tiến', 'Phụ cấp', 'Thưởng']",[],[],2,3,Middle,18/08/2025,17/09/2025,CareViet,['Other']
288,tư vấn đầu tư,Other,GTEL OTS,https://careerviet.vn/vi/nha-tuyen-dung/gtel-ots.35A9C8A5.html,Hà Nội,,Full-time,23000000,25000000,0,[],['go'],['go'],4,5,Senior,18/08/2025,30/09/2025,CareViet,['Other']
289,network triển khai vận hành hệ thống phần mềm,Other,GTEL OTS,https://careerviet.vn/vi/nha-tuyen-dung/gtel-ots.35A9C8A5.html,Hà Nội,,Full-time,15000000,20000000,0,['Đào tạo'],[],[],2,3,Middle,18/08/2025,31/10/2025,CareViet,['Other']
290,erp,Other,CÔNG TY TNHH AMERICA INDOCHINA MANAGEMENT VIETNAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-america-indochina-management-vietnam.35A90FD3.html,Hồ Chí Minh,,Full-time,0,0,1,[],"['sql', 'go']","['sql', 'go']",1,3,Junior,18/08/2025,2025-06-09 00:00:00,CareViet,['Other']
291,chính xây dựng mô hình rủi ro,Other,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,https://careerviet.vn/vi/nha-tuyen-dung/ngan-hang-tmcp-viet-nam-thinh-vuong-vpbank.35A6CA10.html,Hà Nội,,Full-time,0,0,1,[],[],[],2,3,Middle,18/08/2025,16/09/2025,CareViet,['Other']
292,full stack engineer java,Other,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-galaxy-digital-holdings.35A9FEAA.html,Hồ Chí Minh,,Full-time,0,0,1,[],"['java', 'javascript', 'sql', 'html', 'css', 'go', 'react', 'angular']","['java', 'javascript', 'sql', 'html', 'css', 'go', 'react', 'angular']",3,5,Middle,18/08/2025,18/09/2025,CareViet,['IT/Software']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
297,lập trình fullstack,Fullstack,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,20000000,40000000,0,[],"['java', 'javascript', 'html', 'css', 'react']","['java', 'javascript', 'html', 'css', 'react']",1,1,Junior,18/08/2025,30/09/2025,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
301,business analyst,BA/PM/PO,Công ty TNHH Thiên Thủy Mộc,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-thien-thuy-moc.35A80B55.html,Hà Nội,,Internship,4000000,5000000,0,[],[],[],0,0,Intern,18/08/2025,2025-10-09 00:00:00,CareViet,['Consulting']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
304,join asean s leading uav technology pioneer,Other,Công ty Cổ phần CT UAV,https://careerviet.vn/vi/nha-tuyen-dung/tap-doan-ct-group-viet-nam.35A4FA58.html,Hồ Chí Minh,,Full-time,0,0,1,[],[],[],5,10,Senior,18/08/2025,30/09/2025,CareViet,['Other']
305,r d director,Other,Tập Đoàn CT Group Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/tap-doan-ct-group-viet-nam.35A4FA58.html,Hồ Chí Minh,,Full-time,0,0,1,['Đào tạo'],[],[],8,50,Lead/Manager,18/08/2025,30/09/2025,CareViet,['Other']
306,devops engineer,DevOps,Tập Đoàn CT Group Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/tap-doan-ct-group-viet-nam.35A4FA58.html,Hồ Chí Minh,Hybrid,Full-time,0,0,1,[],[],[],5,10,Senior,18/08/2025,30/09/2025,CareViet,['IT/Software']
307,lập trình frontend,Frontend,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,20000000,40000000,0,[],"['java', 'javascript', 'html', 'css', 'react', 'angular']","['java', 'javascript', 'html', 'css', 'react', 'angular']",1,3,Junior,18/08/2025,30/09/2025,CareViet,['Other']
308,security awareness coordinator,Security,De Heus LLC,https://careerviet.vn/vi/nha-tuyen-dung/de-heus-llc.35A89EB9.html,Hồ Chí Minh,,Full-time,0,0,1,['Đào tạo'],[],[],2,5,Middle,18/08/2025,30/09/2025,CareViet,['IT/Software']
309,security risk compliance,Security,De Heus LLC,https://careerviet.vn/vi/nha-tuyen-dung/de-heus-llc.35A89EB9.html,Hồ Chí Minh,,Full-time,0,0,1,[],[],[],8,15,Lead/Manager,18/08/2025,30/09/2025,CareViet,['IT/Software']
310,it ot cloud security solutions architect,Security,De Heus LLC,https://careerviet.vn/vi/nha-tuyen-dung/de-heus-llc.35A89EB9.html,Hồ Chí Minh,,Full-time,0,0,1,[],[],[],8,15,Lead/Manager,18/08/2025,30/09/2025,CareViet,['IT/Software']
311,phát triển hệ thống erp odoo,Other,Công ty TNHH DV và Kỹ Thuật Biển Xanh (GOTCO),https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-dv-va-ky-thuat-bien-xanh-gotco.35A87788.html,Hồ Chí Minh,,Full-time,0,0,1,['Đào tạo'],[],[],1,2,Junior,18/08/2025,30/09/2025,CareViet,['Other']
312,hỗ trợ kinh doanh,Other,CÔNG TY CỔ PHẦN CÔNG NGHỆ 3S TOÀN CẦU,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-cong-nghe-3s-toan-cau.35A9FE24.html,Hà Nội,Hybrid,Full-time,0,0,1,[],[],[],0,0,Intern,18/08/2025,15/09/2025,CareViet,['Other']
313,project manager,BA/PM/PO,Công ty TNHH Công nghệ và Giải pháp CMC,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-cong-nghe-va-giai-phap-cmc.35A5041F.html,Hà Nội,,Full-time,15000000,25000000,0,['Đào tạo'],[],[],1,2,Junior,18/08/2025,16/09/2025,CareViet,['Other']
314,sales follow support,Other,CÔNG TY CỔ PHẦN CÔNG NGHỆ 3S TOÀN CẦU,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-cong-nghe-3s-toan-cau.35A9FE24.html,Hà Nội,,Full-time,0,0,1,[],[],[],1,4,Junior,18/08/2025,16/09/2025,CareViet,['IT Support']
315,chuyên gia kiến trúc giải pháp,Other,Ngân Hàng TMCP Quốc Tế Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/ngan-hang-tmcp-quoc-te-viet-nam.35A6ADCB.html,Hồ Chí Minh,,Full-time,0,0,1,[],['go'],['go'],5,7,Senior,18/08/2025,16/09/2025,CareViet,['Other']
316,kinh doanh phần cứng,Other,LacViet Computing Corporation,https://careerviet.vn/vi/nha-tuyen-dung/lacviet-computing-corporation.35A4F752.html,Hồ Chí Minh,,Full-time,0,0,1,[],[],[],1,2,Junior,18/08/2025,16/09/2025,CareViet,['Other']
317,nodejs developer,Other,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,20000000,40000000,0,[],"['java', 'javascript', 'html', 'css', 'react']","['java', 'javascript', 'html', 'css', 'react']",3,3,Middle,18/08/2025,16/09/2025,CareViet,['IT/Software']
318,tối ưu trải nghiệm trang đích website landingpage,Other,Công Ty Cổ Phần Tập Đoàn Thời Trang Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-thoi-trang-viet-nam.35A88E95.html,Hà Nội,Hybrid,Full-time,15000000,20000000,0,[],"['html', 'css', 'go']","['html', 'css', 'go']",2,3,Middle,18/08/2025,16/09/2025,CareViet,['IT/Software']
319,chính affiliate,Other,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,15000000,18000000,0,[],[],[],1,1,Junior,18/08/2025,16/09/2025,CareViet,['Other']
320,financial analyst,Other,Nhất Tín Logistics,https://careerviet.vn/vi/nha-tuyen-dung/nhat-tin-logistics.35A86694.html,Hồ Chí Minh,,Full-time,15000000,20000000,0,[],"['python', 'sql']","['python', 'sql']",3,5,Middle,18/08/2025,16/09/2025,CareViet,['Consulting']
321,business analyst,BA/PM/PO,Công Ty Cổ Phần A25 Hotel,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-a25-hotel.35A95760.html,Hà Nội,,Full-time,15000000,25000000,0,[],[],[],1,2,Junior,18/08/2025,16/09/2025,CareViet,['Consulting']
322,content creative paid ads,Other,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,12000000,15000000,0,[],[],[],2,2,Middle,18/08/2025,16/09/2025,CareViet,['Other']
323,chuyên gia seo,Other,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,30000000,35000000,0,['Đào tạo'],[],[],1,5,Junior,18/08/2025,16/09/2025,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
325,ứng dụng ai trong kinh doanh,Other,Công ty Cổ phần TM-SX-DV Gia Thịnh Phát,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tm-sx-dv-gia-thinh-phat.35A859CF.html,Hồ Chí Minh,Hybrid,Full-time,12000000,25000000,0,['Đào tạo'],[],[],1,3,Junior,18/08/2025,16/09/2025,CareViet,['Other']
326,lập trình php backend,Backend,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,20000000,40000000,0,[],['php'],['php'],2,2,Middle,18/08/2025,16/09/2025,CareViet,['Other']
327,database administrator,Data,Công Ty TNHH Điều Intersnack Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-dieu-intersnack-viet-nam.35A89301.html,Bình Thuận,,Full-time,0,0,1,['Đào tạo'],[],[],2,3,Middle,2025-11-08 00:00:00,15/08/2025,CareViet,['IT Support']
328,software engineer,Software,CÔNG TY TNHH CARTRACK VIETNAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-cartrack-vietnam.35A9D18B.html,Hồ Chí Minh,,Full-time,0,0,1,[],"['c++', 'go']","['c++', 'go']",5,20,Senior,18/08/2025,31/08/2025,CareViet,['IT/Software']
329,embedded firware engineer,Other,CÔNG TY TNHH CARTRACK VIETNAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-cartrack-vietnam.35A9D18B.html,Hồ Chí Minh,,Full-time,0,0,1,[],"['c++', 'go']","['c++', 'go']",5,20,Senior,2025-11-08 00:00:00,31/08/2025,CareViet,['IT/Software']
330,software engineer,Software,BUYMED LIMITED COMPANY,https://careerviet.vn/vi/nha-tuyen-dung/buymed-limited-company.35A88959.html,Hồ Chí Minh,,Full-time,26000000,78000000,0,[],[],[],3,5,Middle,2025-11-08 00:00:00,28/08/2025,CareViet,['IT/Software']
331,scm software developer,Other,TKG Taekwang Vina,https://careerviet.vn/vi/nha-tuyen-dung/tkg-taekwang-vina.35A58692.html,Đồng Nai,,Full-time,16000000,25000000,0,[],[],[],2,5,Middle,2025-11-08 00:00:00,31/08/2025,CareViet,['IT/Software']
332,lập trình fullstack php,Fullstack,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,20000000,40000000,0,[],['php'],['php'],2,2,Middle,2025-11-08 00:00:00,28/08/2025,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
335,sales business development,Other,NETNAM CORP.,https://careerviet.vn/vi/nha-tuyen-dung/netnam-corp.35A9668C.html,Hồ Chí Minh,On-site,Full-time,10000000,50000000,0,[],[],[],2,5,Middle,2025-11-08 00:00:00,28/08/2025,CareViet,['Sales/Marketing']
336,ui/ux designer,Other,UrBox - Công ty Cổ phần Tiếp Thị Số Tô Quà,https://careerviet.vn/vi/nha-tuyen-dung/urbox-cong-ty-co-phan-tiep-thi-so-to-qua.35A8BCE3.html,Hồ Chí Minh,,Full-time,0,0,1,[],[],[],2,2,Middle,2025-11-08 00:00:00,31/08/2025,CareViet,['Other']
337,giáo viên tin học,Other,TRƯỜNG PHỔ THÔNG LIÊN CẤP H.A.S,https://careerviet.vn/vi/nha-tuyen-dung/truong-pho-thong-lien-cap-h-a-s.35A8D098.html,Hà Nội,,Full-time,10000000,15000000,0,[],[],[],1,2,Junior,2025-11-08 00:00:00,28/08/2025,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
341,data engineering ai ml data science,Data,Công Ty CP Dược Phẩm Pharmacity,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-cp-duoc-pham-pharmacity.35A7E5C8.html,Hồ Chí Minh,,Full-time,0,0,1,[],"['python', 'sql', 'go']","['python', 'sql', 'go']",7,15,Lead/Manager,2025-11-08 00:00:00,28/08/2025,CareViet,['IT/Software']
342,business analyst,BA/PM/PO,Phu Hung Life Insurance Joint Stock Company,https://careerviet.vn/vi/nha-tuyen-dung/phu-hung-life-insurance-joint-stock-company.35A648CE.html,Hồ Chí Minh,,Full-time,0,0,1,['Bảo hiểm'],[],[],5,5,Senior,2025-11-08 00:00:00,2025-04-09 00:00:00,CareViet,['Consulting']
343,kỹ thuật sản xuất ai,Other,Công Ty TNHH Maruei Vietnam Precision,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-maruei-vietnam-precision.35A65116.html,Bình Dương,,Full-time,0,0,1,[],[],[],0,0,Intern,2025-11-08 00:00:00,2025-04-09 00:00:00,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
345,business analyst,BA/PM/PO,Công ty TNHH Thiên Thủy Mộc,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-thien-thuy-moc.35A80B55.html,Hà Nội,,Full-time,12000000,18000000,0,['Đào tạo'],[],[],1,3,Junior,2025-11-08 00:00:00,31/08/2025,CareViet,['Consulting']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
347,risk modelling operations,Other,FE CREDIT,https://careerviet.vn/vi/nha-tuyen-dung/fe-credit.35A637C6.html,Hồ Chí Minh,,Full-time,0,0,1,[],[],[],1,2,Junior,2025-11-08 00:00:00,2025-03-09 00:00:00,CareViet,['Other']
348,data analyst,Other,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-transcosmos-viet-nam.35A74594.html,Hồ Chí Minh,,Full-time,215000000,218000000,0,[],['go'],['go'],1,2,Junior,2025-11-08 00:00:00,31/08/2025,CareViet,['Consulting']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
361,technical,Other,YEAH1 - CÔNG TY CỔ PHẦN TẬP ĐOÀN YEAH1,https://careerviet.vn/vi/nha-tuyen-dung/yeah1-cong-ty-co-phan-tap-doan-yeah1.35A6EF44.html,Hồ Chí Minh,,Full-time,0,0,1,[],[],[],8,10,Lead/Manager,2025-12-08 00:00:00,29/08/2025,CareViet,['Other']
362,qa engineer,QA/Testing,Công ty Cố phần giải pháp công nghệ ITE,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-giai-phap-cong-nghe-ite.35A8B923.html,Hà Nội,,Full-time,10000000,15000000,0,[],[],[],1,1,Junior,2025-11-08 00:00:00,2025-06-09 00:00:00,CareViet,['IT/Software']
363,giáo viên tin học,Other,CÔNG TY CỔ PHẦN TRUNG TÂM ANH NGỮ GEMS,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-trung-tam-anh-ngu-gems.35A86F56.html,Hồ Chí Minh,,Full-time,12000000,16000000,0,['Đào tạo'],[],[],1,1,Junior,2025-11-08 00:00:00,2025-11-09 00:00:00,CareViet,['Other']
