Gia_tri,So_luong
Công ty cổ phần đầu tư và công nghệ HC Toàn Cầu,2
CÔNG TY TNHH HORUS PRODUCTIONS,2
CÔNG TY TNHH VOS DISCOVERY,2
CÔNG TY TNHH TJ AEROSPACE VN,2
CÔNG TY TNHH BANTAM POINT,2
CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ HAPI VIETNAM,2
CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,2
CÔNG TY CỔ PHẦN ĐẦU TƯ SẢN XUẤT VÀ XUẤT NHẬP KHẨU TẬP ĐOÀN MINH ĐỨC,2
Công ty cổ phần Công nghệ thông tin Phú Minh (Phú Minh Teck),2
CÔNG TY CỔ PHẦN TRUYỀN THÔNG MÌ,2
CÔNG TY CỔ PHẦN PHÁT TRIỂN TÀI SẢN SAO VÀNG HOLDINGS,2
LIFESUP,2
Công ty Cổ phần Công nghệ Sao Bắc Đẩu,2
CÔNG TY TNHH VÀNG BẠC ĐÁ QUÝ NGỌC THẨM,2
CÔNG TY CỔ PHẦN CREATIVE SPACE,2
Công Ty Cổ Phần Công Nghệ Dip Việt Nam,2
Công ty Cổ phần Đầu tư Mobino,2
CÔNG TY CỔ PHẦN BEST FOOD & HEALTHY LIFE,2
CÔNG TY CỔ PHẦN PHÁT TRIỂN THƯƠNG MẠI DỊCH VỤ QATA,2
CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ SMARTECH VIỆT NAM,2
CÔNG TY TNHH ONEUNIVERSE VN,2
CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN PI GROUP,2
"Step Up Education.,Jsc",2
CÔNG TY CỔ PHẦN CÔNG NGHỆ AMELA VIỆT NAM,2
Convert Digital,2
Sharkninja Vietnam,2
Công ty Cổ phần Tin học Mi Mi,2
"Vietnam Intersnack Cashew Co., Ltd",2
CÔNG TY CỔ PHẦN CÔNG NGHỆ BLUE OCEAN,2
Vietnam Investments GROUP,2
"Adtec Plasma Technology Vietnam Co., Ltd",2
Tập Đoàn Công Nghiệp - Viễn Thông Quân Đội - Công Ty Quản Lý Tài Sản Viettel,2
"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",2
Công Ty Cổ Phần Tập Đoàn BRG,2
Alpaca Solutions,2
The Vigo,2
One Mount,2
Shinhan Vietnam Finance,2
Trung Tâm Dịch Vụ Dữ Liệu Và Trí Tuệ Nhân Tạo Viettel (Viettel AI),2
Công Ty TNHH Youngjin Hi-Tech Vina,2
Wistron Neweb Corporation (WNC),2
"Toshiba Software Development (Vietnam) CO., LTD",2
CÔNG TY CỔ PHẦN PHẦN MỀM 365,2
Công Ty TNHH J. Wagner,2
Endava Việt Nam,2
Public Bank Vietnam Ltd,2
"Otsuka Nutraceutical Vietnam Co.,Ltd.",2
Công Ty TNHH Nexgenus,2
Công Ty Cổ Phần Thiết Bị Mỹ Kim,2
Mystorage,2
Công Ty TNHH Clever Creations Tech,2
Công Ty Cổ Phần Thương Mại Dạ Hợp,2
Công Ty Cổ Phần Dịch Vụ Di Động Trực Tuyến (Ví Momo),2
Công ty Cổ phần Giải Pháp Công nghệ PSYS,2
Pizza 4P'S,2
Vietnam Investments Group,2
Page Group Vietnam,2
CÔNG TY TNHH SPX Express,2
DHL Supply Chain,2
Innorix Vietnam,2
Hyundai Thành Công Việt Nam (Hyundai.Thanhcong.Vn),2
Công Ty TNHH Mic-Tech Việt Nam,2
CÔNG TY TNHH Nanofilm Technologies VIỆT NAM,2
Công Ty TNHH Điện Tử Meiko Việt Nam (Mkvc),2
Công ty Cổ phần Công Nghệ Var Meta,2
Unifiedpost,2
CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ LAYOUTHUB,2
Công Ty TNHH Srithai (Việt Nam),2
CÔNG TY CỔ PHẦN MOSS RETAIL,2
Công ty Cổ phần Ứng dụng Phần mềm Mobio Việt Nam,2
CÔNG TY CP VIETNAM HOUSEWARES INTL,2
Công ty cổ phần TechLead,2
Công ty cổ phần Wiix Việt Nam,2
Capgemini Vietnam,2
Shopee,2
Edtronaut,2
Ngân Hàng TNHH MTV Việt Nam Hiện Đại (Modern Bank Of Vietnam - MBV),2
"Toshiba Software Development (Vietnam) Co., Ltd.",2
HỘ KINH DOANH MỊN MÀNG VIỆT NAM,2
Vulcan Labs,2
Công Ty TNHH LOTTE C&F Vietnam,2
ZOI SGN,2
CÔNG TY TNHH MỘT THÀNH VIÊN CHUYỂN PHÁT NHANH THUẬN PHONG- CHI NHÁNH HÀ NỘI,2
Công ty cổ phần công nghệ ứng dụng Arabica Việt Nam,2
Viettel Software Services (A Member Of Viettel Group),2
"CADDI Vietnam Co., Ltd.",2
CÔNG TY TNHH PUZZLE STUDIO,2
CÔNG TY TNHH  SẢN XUẤT VÀ THƯƠNG MẠI VĨNH PHÁT,2
Hamsa Corporation,2
CÔNG TY TNHH CAPICHI VIỆT NAM,2
CÔNG TY TNHH GIẢI PHÁP TỐT - GFT,2
CÔNG TY CỔ PHẦN CÔNG NGHỆ INFOSYS VIỆT NAM,2
Công ty Cổ Phần An Ninh Mạng THD,2
CÔNG TY TNHH CÔNG NGHỆ HAY HAY GLOBAL,2
Công ty Cổ phần Thế Giới Số (DIGIWORLD),2
CÔNG TY CỔ PHẦN CÔNG NGHỆ BMH,2
CÔNG TY TNHH GIẢI PHÁP TRÍ TUỆ SỐ,2
Metacrew,2
CÔNG TY TNHH MTV SEN VÀNG VIỆT NAM,2
CHANCHANNOODLE,2
Secutix,2
Công Ty TNHH Livelab Media Vietnam,2
Business4You AG,2
AKILA,2
Vietcap Securities JOINT STOCK Company,2
Công ty Cổ phần Giải pháp phần mềm trực tuyến Việt Nam,2
Ngân Hàng TMCP Á Châu (ACB),2
Công Ty Phát Triển Trạm Sạc Toàn Cầu V-Green,2
Grab Vietnam,2
The Access Group,2
Aurora Tech,2
Timo,2
Ngân Hàng Công Nghiệp Hàn Quốc- Chi Nhánh Hà Nội ( IBK Hanoi Branch),2
Daoukiwoom Innovation,2
Snow Việt Nam,2
Công ty TNHH Quản trị số Fastdo,2
Opswat Software Vietnam,2
Công Ty Cổ Phần Đầu Tư Và Phát Triển Công Nghệ Proxglobal,2
CÔNG TY CỔ PHẦN THỰC PHẨM XUXIFARM,2
"Panasonic Vietnam Co.,Ltd",2
Lavega,2
Aurify,2
Piacom,2
Công ty TNHH TM & XNK Nhất Lâm,2
Công ty TNHH Gameloft,2
CHI NHÁNH AROBID - CÔNG TY CỔ PHẦN TẦM NHÌN MỚI,2
Công ty Cố phần Đầu Tư và Thương Mại Modern Fare Việt Nam,2
Công Ty Cổ Phần Tin Học Viễn Thông Petrolimex (Piacom),2
Acceleratorapp,2
NGS,2
Công ty Cổ phần Giải pháp 8 Giờ,2
Titan DMS,2
CÔNG TY TNHH UNIVERSAL ALLOY CORPORATION VIETNAM,2
Vietinbank,2
CHI NHÁNH CÔNG TY CỔ PHẦN DƯỢC PHẨM CALAPHARCO,2
CÔNG TY CỔ PHẦN TẬP ĐOÀN ANH SƠN,2
CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHỆ SAO VIỆT,2
F88,2
CÔNG TY TNHH WEBIE VIỆT NAM,2
Công ty cổ phần DILIGO Holdings,2
Công Ty Tài Chính Trách Nhiệm Hữu Hạn MB Shinsei (Mcredit),2
Larion,2
Magnolia,2
VDL ETG Vietnam Company Limited,2
Toyota Financial Services Vietnam,2
Silicon Prime Labs,2
Elisoft,2
Công ty TNHH Phân Phối Phát Việt,2
Công Ty TNHH Cresyn Hà Nội,2
Công Ty TNHH Techtronic Industries Việt Nam Manufacturing,2
CÔNG TY TNHH TM VÀ DV NINA,2
Công Ty Cổ Phần Tập Đoàn Meey Land,2
United Overseas Bank (Vietnam) Limited (UOB),2
Logicentra,2
Dai-ichi Life Vietnam,2
SMG Swiss Marketplace Group,2
CÔNG TY CỔ PHẦN CÔNG NGHỆ GIẢI PHÁP THI THIÊN,2
Digi-Texx Vietnam,2
Innotech Vietnam Corporation,2
ESRI Vietnam,2
TẬP ĐOÀN CÔNG Nghiệp - VIỄN THÔNG QUÂN ĐỘI,2
Open Reach Tech,2
Softroad Việt Nam,2
Công Ty TNHH Stack Tech,2
CÔNG TY CỔ PHẦN GIẢI PHÁP TỰ ĐỘNG HÓA KỸ THUẬT VIỆT NAM (AES VIỆT NAM),2
CÔNG TY TNHH CÔNG NGHỆ MMENU,2
Opes Insurance,2
AI+DI,2
CÔNG TY CỔ PHẦN CÔNG NGHỆ ICEO,2
CÔNG TY TNHH CNV HOLDINGS,2
Thien Hoang Solutions JSC,2
CÔNG TY TNHH PENTASECURITY VINA,2
Menucoster,2
CÔNG TY CỔ PHẦN ZTO LABS,2
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ TRÀNG AN,2
CÔNG TY TNHH DIWE,2
Risktech JSC,2
Trung Tâm Nghiên Cứu Và Phát Triển Mobifone - Tổng Công Ty Viễn Thông Mobifone,2
Công Ty TNHH Onpoint,2
Btnexus,2
Neos Việt Nam,2
T2 SOFT Company Limited,2
CôNg Ty TNHH NEWEZ ViệT Nam,2
Senprints,2
Công ty Cổ phần Vulcan Labs,2
Bray Leino Splash Group,2
NAL Việt Nam,2
Công Ty Cổ Phần Sunteco,2
Công ty Cổ phần Phần mềm Vitex Việt Nam,2
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG AWING VIỆT NAM,2
Lia Beauty,2
CÔNG TY TNHH QUỐC TẾ INCOM - STUDIO,2
WBC Việt Nam,2
CT TNHH Next Wave Energy Monitoring,2
B'Class,2
Jedi Technology,2
Finviet,2
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN NAM Á (NAM A BANK),2
One Mount Group,2
Mgm Technology Partners Vietnam,2
Giao Hàng Tiết Kiệm,2
Công ty cổ phần Sphinx,2
Công ty Cổ phần Đầu tư Long Biên,2
Quantic,2
CÔNG TY TNHH LUNA AI VN,2
VETC Viet Nam Joint Stock Company,2
Playstudios,2
Coder Trove,2
CÔNG TY TNHH GIÁO DỤC 2TARGET,2
Công Ty Cổ Phần Chứng Khoán Guotai Junan (Việt Nam),2
AIRR Labs,2
APA Tech,2
Công Ty Cổ Phần HTC Viễn Thông Quốc Tế,2
CÔNG TY TNHH NĂNG LƯỢNG & LINH KIỆN EV Foxconn (VIỆT NAM),2
TCC & Partners,2
Công Ty Cổ Phần Chứng Khoán Asean,2
Viet Thai International,2
Công Ty Cổ Phần Hosco Việt Nam,2
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VÀ THƯƠNG MẠI FOREVER,2
Công ty cổ phần công nghệ số 365 Việt Nam,2
SGH Asia Ltd.,2
TGL Solutions,2
Nitori Digital Base Vietnam,2
Smilegate Vietnam,2
CÔNG TY CP 1Matrix,2
Floware,2
Raksul Vietnam,2
Integro Technologies,2
CÔNG TY TNHH VODAPLAY VIỆT NAM,2
Sourcecode,2
Vnditech,2
Kien Long Bank,2
Ezcloud,2
Tập Đoàn Dệt May Việt Nam,2
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HAN GA YEON,2
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ HUỲNH THY,2
Excelfore JAPAN,2
CÔNG TY CỔ PHẦN NỀN TẢNG KINH DOANH SỐ DBIZ,2
CÔNG TY TNHH CÔNG NGHỆ THE ONE 5,2
What3Words,2
S3 Innovate,2
Ngân Hàng TMCP Phương Đông | OCB,2
CÔNG TY TNHH Ampacs International,2
Restaff – House Of Norway,2
CÔNG TY TNHH NETMARKS VIỆT NAM,2
Phoenix Unity,2
Công Ty TNHH Đầu Tư GBC MEDIA,2
Công ty TNHH AIOZ Việt Nam,2
Reforged Labs,2
TRƯỜNG ĐẠI HỌC YERSIN ĐÀ LẠT,2
Vcaptech,2
Hongthai Technical,2
Contemi Vietnam,2
Cloudthinker,2
Vexere,2
"SCHAEFFLER VIETNAM CO., LTD",2
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ DU LỊCH CHÂU ÂU,2
BASE BUSINESS SOLUTIONS,2
Newwave Solutions JSC,2
"HD SAISON Finance Co., Ltd",2
CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU NGUỒN SỐNG VIỆT,2
Công ty Cổ phần EcoIT,2
CÔNG TY TNHH DREAM TALENT,2
CÔNG TY TNHH APPEN DATA TECHNOLOGY VIỆT NAM,2
CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI VÀ SẢN XUẤT COLIF,2
"Un-Available LTD Co.,",2
CÔNG TY CỔ PHẦN TƯ VẤN VÀ DỊCH VỤ CÔNG NGHỆ ASIC,2
Công ty cổ phần Liên Doanh ô tô Hyundai Thành Công Việt Nam,2
TMA Solutions,2
CÔNG TY TNHH NƯỚC MẮM CANA,2
Công Ty Tài Chính TNHH Một Thành Viên Quốc Tế Việt Nam JACCS,2
CÔNG TY CỔ PHẦN BMP GROUP,2
CÔNG TY TNHH CÔNG NGHỆ VÀ GIẢI PHÁP PHẦN MỀM CROSSIAN VIỆT NAM,2
CÔNG TY CP VIỆT NAM FOOD,2
Công ty cổ phần Hợp Nhất Quốc tế,2
Tổng Công Ty Sản Xuất Thiết Bị Viettel,2
MOTIVES VIETNAM CORPORATION,2
CÔNG TY TNHH EXCELLENT NODES,2
Công ty cổ phần phần mềm nhúng NATA,2
CÔNG TY TNHH VAREAL VIỆT NAM,2
Hệ thống Y tế Thu Cúc,2
Công Ty TNHH LG Innotek Việt Nam Hải Phòng,2
CÔNG TY TRÁCH NHIỆM HỮU HẠN SÀI GÒN PRECISION,2
Công ty TNHH Charming Trim & Packaging (VN),2
CÔNG TY CỔ PHẦN ĐẦU TƯ AHV HOLDING,2
Công ty TNHH Zei Group,2
CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN VÀ CHUYỂN GIAO CÔNG NGHỆ VIỆT NAM,2
Honda Việt Nam,2
Công ty TNHH TeenUp,2
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN VIỆT NAM THỊNH VƯỢNG,2
CÔNG TY CỔ PHẦN BLACKGEMS GLOBAL,2
Công ty TNHH Thương mại và tin học Tú Nguyệt,2
Công Ty Cổ Phần Quốc Tế Sơn Hà,2
Công ty Cổ phần Công nghệ Blue Ocean,2
Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,2
CÔNG TY TNHH TM TÂN NHẤT HƯƠNG,2
Công Ty TNHH Townsoft Vina,2
Công ty TNHH Pamo,2
Công ty TNHH Tiếp vận SITC - Đình Vũ,2
VUIHOC.vn,2
CÔNG TY TNHH CÀ PHÊ TƯƠI DAILY BREW,2
Công ty TNHH KOHRO,2
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ LÊ MÂY,2
"Mizuho Bank, Ltd.",2
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN TRÍ TUỆ NHÂN TẠO AIDIA,2
CÔNG TY TNHH THANKSLAB VIỆT NAM,2
Công ty Cổ Phần Sản Xuất Dịch Vụ và Thương Mại Phát Linh,2
CÔNG TY TNHH UNITED STATES NATIONAL COUNCIL,2
Diana Unicharm JSC,2
Công Ty Cổ Phần Dược Phẩm Vĩnh Phúc,2
Văn phòng đại diện NSTAGE INC tại thành phố Hà Nội,2
Talent Trader Vietnam,2
"Truetech Co., Ltd.",2
CÔNG TY TNHH TRANSON VIỆT NAM,2
Vietnamese-German University (VGU),2
Wanek Furniture,2
Công ty TNHH TM ACS Việt Nam,2
Công Ty Cổ Phần Đầu Tư Và Phát Triển Nhựa Gỗ Châu Âu,2
SAVA META TECHNOLOGY JOINT STOCK COMPANY,2
CÔNG TY TNHH EKKO TECH VIỆT NAM,2
Công ty TNHH Japfa Comfeed Việt Nam,2
Chi nhánh Công ty TNHH Thương mại và Du Lịch Đại Dương Xanh,2
NETNAM CORP.,2
CÔNG TY CỔ PHẦN ONEFIN VIỆT NAM,2
GTEL OTS,2
Trường Đại Học Văn Lang (Vlu),2
Digital Intellect,2
Công Ty TNHH Thủ Công Mỹ Nghệ Và Nội Thất Ngọc Sơn,2
K&M Holdings,2
Công ty TNHH Công nghệ và Giải pháp CMC,2
Công ty TNHH Lửa Á Châu,2
Công Ty Cổ Phần Công Nghệ Nexgen VN,2
CÔNG TY CỔ PHẦN HỢP TÁC ĐẦU TƯ & CÔNG NGHỆ TECHCOOP,2
CTy TNHH Phần Mềm Nhân Hòa,2
Công ty Cổ phần Đầu Tư Liên Doanh Việt Anh,2
NHÀ SÁCH TIẾN THỌ,2
CÔNG TY CỔ PHẦN MAYCHA,2
CÔNG TY CỔ PHẦN THỊNH CƯỜNG,2
Wipro Consumer Care Vietnam,2
Tập Đoàn Novaon,2
CÔNG TY TNHH DYM VIỆT NAM,2
Panasonic R&D Center Vietnam,2
Công ty TNHH Equix Technologies,2
CÔNG TY TNHH JCV CORP,2
Wall Street English,2
Công ty Cổ phần Giải pháp EnterpriseNao,2
BETRIMEX - Công Ty Cổ Phần Xuất Nhập Khẩu Bến Tre,2
Concung.com - Con Cung Joint Stock Company,2
Công ty TNHH Phát triển BĐS Novasky,2
Mitek Việt Nam,2
Công Ty Cổ Phần Thương Mại Truyền Thông Tốc Độ (SpeedPos Vietnam),2
CÔNG TY TNHH CENDO,2
CÔNG TY TNHH CÔNG NGHỆ B2B,2
Công ty Cổ phần Giải pháp Công nghệ Bzisoft,2
Công Ty CP Đầu Tư IMG,2
Công ty TNHH Dmobin,2
Teamwork Vietnam Ltd,2
Ngân hàng TMCP Việt Á – VietABank,2
Ngân Hàng TMCP Sài Gòn Thương Tín (Sacombank),2
CÔNG TY TÀI CHÍNH BƯU ĐIỆN,2
CÔNG TY TNHH HCL VIETNAM,2
CÔNG TY TNHH CÔNG NGHỆ VÀ THƯƠNG MẠI ÁNH DƯƠNG,2
Công ty TNHH Bình Việt Đức (BIVID),2
Công ty Cổ phần Panthera,2
SUPER GAME,2
CÔNG TY TNHH CÔNG NGHỆ SIMPLE,2
CÔNG TY CỔ PHẦN YOOTEK HOLDINGS,2
CÔNG TY TNHH CÔNG TRÌNH L & K VIỆT NAM,2
Công ty Cổ phần dịch vụ và giải pháp xử lý dữ liệu VBEE,2
CÔNG TY TNHH METADATA SOLUTIONS,2
CÔNG TY CỔ PHẦN CHUYỂN ĐỔI SỐ AIONTECH,2
CÔNG TY CỔ PHẦN MBB RETAIL,2
Công ty Cổ phần NAL Việt Nam,2
Công ty Cổ phần The First One,2
CÔNG TY TNHH LANBENA,1
Công ty TNHH ACV Entertainment,1
JOYBIT,1
CÔNG TY TNHH THƯƠNG MẠI ĐIỆN TỬ KING ALAN,1
Công ty Cổ phần Công nghệ ZenS,1
Công ty Cổ phần Công nghệ NexGen VN,1
CÔNG TY CỔ PHẦN HÓA DƯỢC MỸ PHẨM NEWWAY,1
Công ty Cổ phần Công nghệ Tài chính Goline,1
CÔNG TY CỔ PHẦN NÓN XANH,1
CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐIỆN TỬ ALOHA,1
Công ty TNHH MTV Logistics Viettel,1
CÔNG TY TNHH SX & TM THÉP TÂY NAM,1
Công ty CP Fint Việt Nam,1
Công ty TNHH Vietart Food & Beverage,1
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ BẦU TRỜI XANH,1
Công ty TNHH Thương mại NTB Pharma New,1
CÔNG TY TNHH NÔNG NGHIỆP CÔNG NGHỆ CAO,1
CÔNG TY TNHH PHÁT TRIỂN VIỆT QUỐC TẾ,1
Công ty Cổ Phần TEECOM,1
CÔNG TY CỔ PHẦN MELI,1
CÔNG TY CỔ PHẦN GIÁO DỤC NEWTON HẢI DƯƠNG,1
CÔNG TY TNHH BẢO UYÊN SPORT,1
CÔNG TY TNHH BOSCH GLOBAL SOFTWARE TECHNOLOGIES,1
Công ty Cổ Phần Dịch Vụ Giao Hàng Nhanh,1
CÔNG TY CỔ PHẦN CMC MEDIA,1
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU ECOMBEST,1
Công ty Cổ phần Tập đoàn ASG,1
CÔNG TY TNHH CÔNG NGHỆ SOTA GROUP,1
Công Ty TNHH Công Nghệ Và Tư Vấn Hàn,1
Công ty Cổ phần Tép Bạc,1
CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ CÔNG NGHỆ VIỆT AI GROUP,1
CÔNG TY TNHH PHÚC THÁI GLOBAL,1
Công ty CP Nghiên cứu và phát triển Fabbi,1
CÔNG TY TNHH CÔNG NGHỆ FOOBLA,1
Công ty Cổ phần Công nghệ Prep,1
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN NĂNG LƯỢNG MẶT TRỜI BÁCH KHOA,1
CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN MGVS,1
Công Ty Cổ Phần Quản Lý Hồ Sơ Điện Tử,1
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ MẠNG CYBERTECH,1
CÔNG TY TNHH HỌC VIỆN LÃNH ĐẠO BRAINUP,1
Công ty TNHH sản xuất và thương mại Ninh Thanh,1
CÔNG TY CỔ PHẦN CÔNG NGHỆ VIỄN THÔNG- TIN HỌC,1
CÔNG TY CỔ PHẦN MIDOMAX VIỆT NAM,1
Công ty Cổ phần Tập đoàn Hoàng Minh,1
CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,1
Công ty TNHH City Ascom Việt Nam,1
CÔNG TY CỔ PHẦN TẬP ĐOÀN EVG,1
CÔNG TY CỔ PHẦN CÔNG NGHỆ LOOGIX,1
Công ty cổ phần Viva International,1
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ DZT,1
Ngân Hàng TMCP An Bình,1
CÔNG TY TNHH VIO,1
CÔNG TY TNHH  PHẦN MỀM GIÁ TRỊ TÍNH  TOÁN VÀ ỨNG DỤNG CÔNG NGHỆ CAO,1
Hộ kinh doanh Phạm Văn Pháp,1
Bizfly Martech (Công ty Cổ phần VCCorp),1
CÔNG TY TNHH VẬT LIỆU XÂY DỰNG Đ A Đ A,1
Công Ty TNHH Dịch Vụ Divina,1
CÔNG TY TRÁCH NHIỆM HỮU HẠN ELIGHTUP,1
CÔNG TY TNHH CÔNG NGHỆ BEEVR,1
Samsung SDS Vietnam Ho Chi Minh Branch,1
Công ty Nhiệt điện Phú Mỹ - Chi nhánh Tổng Công ty Phát điện 3 - Công ty Cổ phần,1
Công ty Cổ phần VCCorp,1
CÔNG TY TNHH 1 THÀNH VIÊN ISOFHCARE,1
CÔNG TY TNHH CHẾ BIẾN THỰC PHẨM ĐÔNG ĐÔ,1
CÔNG TY TNHH NEXSOFT TECHNOLOGY,1
CÔNG TY CỔ PHẦN GOLDEN OWL SOLUTIONS,1
Công ty TNHH Sản Xuất Nhãn Mác Nhật Quang,1
CÔNG TY TNHH CTI VN,1
CÔNG TY TNHH TM DV DU LỊCH NGỌC MAI,1
Công Ty Cổ Phần Edulive Toàn Cầu,1
CÔNG TY CỔ PHẦN TIẾP VẬN QUỐC TẾ 3A,1
QP&T,1
Công ty TNHH thương mại và tin học An Thảo,1
Công Ty TNHH ITM Semiconductor Vietnam,1
SIMPLIFIED TECHNOLOGY,1
Công ty TNHH Phần mềm DTS Việt Nam,1
Công ty cổ phần FDS,1
HOANG KHOI GROUP,1
Công ty TNHH BBQ Việt Nam,1
CÔNG TY CỔ PHẦN THIẾT KẾ GURU,1
CÔNG TY CỔ PHẦN DỊCH VỤ VÀ CÔNG NGHỆ AN PHÁT,1
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN SADO,1
CÔNG TY TNHH DỊCH VỤ CÔNG NGHỆ THÔNG TIN HOÀNG HUY,1
CÔNG TY TNHH THƯƠNG MẠI HKK,1
CÔNG TY TNHH CÔNG NGHỆ MẠNG VÀ TRUYỀN THÔNG SÀI GÒN,1
Công Ty Cổ Phần Stavian Hóa Chất,1
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ ECOGO,1
CÔNG TY TNHH HIGHCOMMERCE,1
Công Ty Cổ Phần Quảng Cáo NewTab,1
CÔNG TY CỔ PHẦN FRESHDI VIỆT NAM,1
Công Ty TNHH Nệm Trung Nguyên,1
CÔNG TY CỔ PHẦN XÂY DỰNG CDC,1
CÔNG TY CỔ PHẦN MUA BÁN CƠ CẤU SÁP NHẬP DOANH NGHIỆP M&A VIỆT NAM,1
Công ty Cổ Phần Thực Phẩm Á Châu,1
CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI UNITEK,1
CÔNG TY TNHH MAPLE LABS,1
CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ APOLLO,1
Công Ty TNHH đầu tư công nghệ Future Media,1
CÔNG TY CỔ PHẦN VH EDTECH,1
CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐIỆN TỬ BẢO KIM,1
CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ THE20,1
CÔNG TY TNHH TORILAB,1
CÔNG TY CỔ PHẦN CÔNG NGHỆ TDA,1
Công ty TNHH NEWEZ Việt Nam,1
CÔNG TY CỔ PHẦN SCOTS ENGLISH AUSTRALIA,1
Công ty CP Zeta Media,1
Công ty Cổ phần Vinno Việt Nam,1
CÔNG TY CỔ PHẦN AGLOBAL,1
CÔNG TY CỔ PHẦN ECARAID,1
Công ty TNHH Lavender Sài Gòn,1
Công Ty TNHH ST4I,1
CÔNG TY CỔ PHẦN SID CORP (Canawan Global),1
Công ty Đấu giá Hợp danh Việt Nam,1
Cty TNHH TMDV CNC Ánh Kim,1
CÔNG TY TNHH TM DV HABELA HOME,1
CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN JOY HOMES,1
Công Ty Cổ Phần IGB,1
CÔNG TY TNHH THƯƠNG MẠI KỸ THUẬT VÀ DỊCH VỤ CƯỜNG TIẾN,1
Công ty Tài Chính TNHH Một Thành Viên Quốc Tế Việt Nam JACCS,1
CTY TNHH Tin Học Kiên Giang,1
Công ty Cổ phần Quảng cáo FPT Adtrue,1
CÔNG TY CỔ PHẦN CÔNG NGHỆ BINARY BRIDGE LABS,1
CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ THÔNG TIN QUỐC TẾ,1
Passinno Company Limited,1
Công ty TNHH Spindex Acuger Precision (HaNoi),1
CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN IPMAC,1
VĂN PHÒNG ĐẠI DIỆN NIROTECH LIMITED TẠI THÀNH PHỐ HÀ NỘI,1
Công ty Cổ Phần Salemall,1
Công ty Cổ Phần Mai Money,1
Công Ty Cổ Phần Amai Saigon,1
Công ty TNHH Dịch Vụ Giao Nhận và Du Lịch Lê Gia,1
Công ty TNHH công nghệ KSC,1
CÔNG TY TNHH TAEHUI,1
CÔNG TY TNHH MOVEMENT MARKETING,1
Công Ty TNHH NASYS,1
Công Ty Cổ Phần Đầu Tư Đổi Mới Công Nghệ INTECH,1
CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG J.O.Y,1
CÔNG TY TNHH MARATHON EDUCATION,1
CÔNG TY CP VTC DỊCH VỤ DI ĐỘNG,1
CÔNG TY TNHH G-SARAM,1
Anh Ngữ Ms Hoa,1
Công ty CP 3T Group Việt Nam,1
Công ty cổ phần sự kiện đỏ,1
CÔNG TY TNHH HCL VIỆT NAM.,1
CÔNG TY TNHH AVE FACTORY,1
