job_id,title,job_field,company,salary_max,salary_min,salary_negotiable,location_city,deadline,skills,industry,experience_min,experience_max,job_level,source
TCV0335,Business Analyst (Phân tích nghiệp vụ),data,Công ty Tài chính tín dụng tiêu dùng TNHH MB SHINSEI (Mcredit),0,0,1,Hà Nội,03/09/2025,"['Làm việc nhóm', 'AFC', 'Giao tiếp', 'Phân tích dữ liệu', 'Nghiên Cứu Thị Trường', 'Quản Lý Dự Án', 'Giải quyết vấn đề', 'BPM', 'xây dựng sản phẩm', 'Hệ Thống T24']","['Chuyên môn Business Analyst (Phân tích nghiệp vụ)', 'Nghỉ thứ 7']",1,1.0,Junior,TopCV
TCV0336,Thiết kế đồ họa (Graphic Design),design,Công ty TNHH Zei Group,15000000,12000000,0,Hà Nội,30/09/2025,"['Khả Năng Sáng Tạo Và Tư Duy Hình Ảnh', 'Sử Dụng Thành Thạo Photoshop', 'Sử Dụng Thành Thạo Illustrator', 'Khả Năng Phối Màu', 'Hiểu Biết Về Bố Cục Và Thiết Kế']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Y tế / Dược phẩm', 'Chăm sóc sức khỏe / Làm đẹp', 'Marketing / Quảng cáo']",1,1.0,Junior,TopCV
TCV0337,Bán hàng kỹ thuật IT,other,CÔNG TY CỔ PHẦN ĐẦU TƯ AHV HOLDING,0,0,1,Thái Nguyên & 3 nơi khác,03/09/2025,"['Kỹ năng lãnh đạo', 'Kỹ năng giao tiếp', 'Kỹ năng đàm phán', 'Kỹ Năng Phân Tích Thị Trường', 'Kỹ Năng Quản Lý Đội Nhóm']","['Chuyên môn Bán hàng kỹ thuật IT', 'Direct Sales', 'Telesales', 'Bán hàng tại cửa hàng/showroom', 'B2B', 'B2C', 'B2G', 'IT - Phần mềm', 'Tài chính', 'Ngân hàng', 'Tuổi 28 - 45']",3,3.0,Junior,TopCV
TCV0338,Thiết kế đồ họa (Graphic Design),design,CÔNG TY TNHH THƯƠNG MẠI NAM TOÀN THỊNH,12000000,8000000,0,Hồ Chí Minh,30/09/2025,"['Khả Năng Sáng Tạo Và Tư Duy Hình Ảnh', 'Sử Dụng Thành Thạo Phần Mềm Thiết Kế Đồ Họa (photoshop, Illustrator, Indesign)', 'Kiến Thức Về Thiết Kế Đồ Họa, Bố Cục, Màu Sắc, Typography']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Tuổi 18 - 30']",1,1.0,Junior,TopCV
TCV0339,Thiết kế đồ họa (Graphic Design),design,CÔNG TY CỔ PHẦN TRƯỜNG TIỂU HỌC – TRUNG HỌC CƠ SỞ - TRUNG HỌC PHỔ THÔNG QUỐC TẾ CANADA,0,0,1,Hồ Chí Minh,17/09/2025,"['Adobe Photoshop', 'Adobe Illustrator', 'Thiết kế đồ họa', 'Tư duy sáng tạo', 'Typography']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Thiết kế / Kiến trúc', 'Nghỉ thứ 7']",3,3.0,Junior,TopCV
TCV0340,Mobile Developer,developer,Braly JSC,25000000,25000000,0,Hà Nội,03/09/2025,"['Android SDK', 'Android studio', 'RESTful APIs', 'Ui Ux Design Principles', 'Java/Kotlin', 'Agile Development']","['Chuyên môn Mobile Developer', 'IT - Phần mềm']",0,1.0,Intern,TopCV
TCV0341,UI/UX Design,design,CÔNG TY TNHH EXCELLENT NODES,9000000,8000000,0,Hồ Chí Minh,30/09/2025,"['Thiết Kế Giao Diện Người Dùng (ui)', 'Thiết Kế Trải Nghiệm Người Dùng (ux)', 'Nghiên Cứu Người Dùng (user Research)', 'Nguyên Tắc Thiết Kế (typography, Màu Sắc, Bố Cục)', 'Sử Dụng Phần Mềm Thiết Kế (figma, Adobe Xd, Sketch)']","['Chuyên môn UI/UX Design', 'Nghỉ thứ 7']",1,1.0,Junior,TopCV
TCV0342,Fullstack Developer,developer,FPT IS,0,0,1,Hà Nội,03/09/2025,"['Angular (8+)', 'HTML/CSS', 'Javascript/Typescript', 'RESTful APIs', 'Backend Development (node.js, Python, Java, Etc.)']","['Chuyên môn Fullstack Developer', 'Nghỉ thứ 7']",2,2.0,Junior,TopCV
TCV0343,System Engineer,developer,Công Ty Cổ Phần Đầu Tư Nhật Huy - Nhật Huy Group,16000000,13000000,0,Hà Nội,03/09/2025,"['Tư duy logic', 'Giải quyết vấn đề', 'Khả Năng Làm Việc Độc Lập', 'Khả Năng Làm Việc Nhóm', 'Kiến Thức Về Phần Cứng Và Phần Mềm', 'Kỹ Năng Bảo Mật Thông Tin']","['Chuyên môn System Engineer', 'IT - Phần cứng và máy tính', 'IT - Phần mềm']",2,2.0,Junior,TopCV
TCV0344,Công nghệ thông tin khác,other,CÔNG TY TNHH TM & DV NINA,0,0,1,Hồ Chí Minh,30/09/2025,"['Kỹ năng làm việc nhóm', 'kỹ năng giao tiếp tốt', 'Khả Năng Học Hỏi Nhanh', 'Kỹ Năng Phân Tích Và Giải Quyết Vấn Đề']","['Chuyên môn Công nghệ thông tin khác', 'Nghỉ thứ 7']",0,0.0,Intern,TopCV
TCV0345,Game Design,developer,CÔNG TY TNHH CÔNG NGHỆ TRỰC TUYẾN ONKY,20000000,12000000,0,Hồ Chí Minh,17/09/2025,"['Thiết Kế Game', 'Kiểm Thử Game', 'Lập Trình Game (ít Nhất 1 Ngôn Ngữ)', 'Thiết Kế Level', 'Cân Bằng Game']","['Chuyên môn Game Design', 'Game', 'Nghỉ thứ 7']",2,2.0,Junior,TopCV
TCV0346,AI Engineer,developer,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),0,0,1,Hà Nội,17/09/2025,"['Python', 'Docker', 'API Development', 'Machine Learning', 'Cloud Computing (aws, Azure, Gcp)']","['Chuyên môn AI Engineer', 'IT - Phần mềm']",0,0.0,Intern,TopCV
TCV0347,Kinh doanh phần mềm,sales,Công ty TNHH phát triển AROMA,6000000,4000000,0,Hà Nội,17/09/2025,"['Thuyết trình', 'Tin học văn phòng', 'Tìm kiếm khách hàng', 'Giao tiếp', 'Nghiên Cứu Thị Trường']","['Chuyên môn Kinh doanh phần mềm', 'B2B', 'B2C', 'Có hỗ trợ Data']",0,0.0,Intern,TopCV
TCV0348,Kinh doanh phần mềm,sales,Công ty TNHH 1C Việt Nam,26000000,26000000,0,Hà Nội,17/09/2025,"['Đàm phán thương lượng', 'Kỹ năng giao tiếp, thuyết trình tốt', 'Presales', 'Phân Tích Nhu Cầu Khách Hàng', 'Xây Dựng Đề Xuất Giải Pháp', 'Hiểu Biết Về Phần Mềm Erp']","['Chuyên môn Kinh doanh phần mềm', 'Direct Sales', 'B2B', 'IT - Phần mềm', 'Sản xuất ', 'Thương mại điện tử']",3,3.0,Junior,TopCV
TCV0349,Scrum Master,business,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,40000000,25000000,0,Hồ Chí Minh,10/10/2025,"['Quản lý thời gian', 'Quản Lý Dự Án', 'Quản Lý Ngân Sách', 'Quản Lý Rủi Ro', 'Lập Kế Hoạch Dự Án']","['Chuyên môn Scrum Master', 'Nghỉ thứ 7']",2,2.0,Junior,TopCV
TCV0350,Backend Developer,developer,Unit Corp,0,0,1,Hồ Chí Minh,17/09/2025,"['Java', 'Spring Framework (spring Boot, Spring Mvc, Spring Data)', 'RESTful APIs', 'Database Design (sql Or Nosql)', 'Data Structures And Algorithms', 'Design Patterns', 'Ci Cd Pipelines', 'Message Queues (kafka, Rabbitmq)', 'Microservices Architecture', 'Cloud Platforms (aws, Azure, Gcp)']","['Chuyên môn Backend Developer', 'IT - Phần mềm', 'Nghỉ thứ 7']",4,4.0,Mid,TopCV
TCV0351,DevOps Engineer,developer,CÔNG TY TNHH GIẢI PHÁP VẬN HÀNH DOANH NGHIỆP OPERDO,25000000,18000000,0,Hà Nội,19/09/2025,,"['Chuyên môn DevOps Engineer', 'IT - Phần mềm']",2,2.0,Junior,TopCV
TCV0352,Thiết kế đồ họa (Graphic Design),design,OPPO VIỆT NAM,0,0,1,Hồ Chí Minh,30/09/2025,"['Lightroom', 'Adobe Photoshop', 'Adobe Illustrator', 'Tư duy sáng tạo', 'Thiết kế đồ họa']",['Chuyên môn Thiết kế đồ họa (Graphic Design)'],2,2.0,Junior,TopCV
TCV0353,Thiết kế đồ họa (Graphic Design),design,CÔNG TY TNHH NƯỚC MẮM CANA,3000000,2000000,0,Hồ Chí Minh,17/09/2025,"['Adobe Photoshop', 'Adobe Illustrator', 'Tư duy sáng tạo', 'Kỹ Năng Thiết Kế', 'Kỹ năng giao tiếp']",['Chuyên môn Thiết kế đồ họa (Graphic Design)'],0,0.0,Intern,TopCV
TCV0354,System Engineer,developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ TRUYỀN THÔNG DTS,30000000,30000000,0,Hà Nội,17/09/2025,"['Cloud Computing (aws, Azure, Gcp)', 'Scripting (bash, Python, Powershell)', 'Containerization (docker, Kubernetes)', 'Linux Windows System Administration', 'Networking (tcp Ip, Dns, Vpn)']","['Chuyên môn System Engineer', 'IT - Phần cứng và máy tính', 'Viễn thông', 'An ninh mạng', 'Tiếng Anh Giao tiếp cơ bản', 'Từ 25 tuổi trở lên']",3,3.0,Junior,TopCV
TCV0355,Thiết kế đồ họa (Graphic Design),design,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI VÀ SẢN XUẤT COLIF,18000000,15000000,0,Hồ Chí Minh,18/09/2025,"['Khả Năng Làm Việc Độc Lập Và Nhóm', 'Sử Dụng Thành Thạo Phần Mềm Thiết Kế Đồ Họa (photoshop, Illustrator, Indesign,...)', 'Khả Năng Sáng Tạo Và Tư Duy Hình Ảnh Tốt', 'Hiểu Biết Về Nguyên Tắc Thiết Kế, Bố Cục, Màu Sắc, Typography', 'Khả Năng Giao Tiếp Và Trình Bày Ý Tưởng Tốt', 'Am Hiểu Về Xu Hướng Thiết Kế Hiện Đại', 'Kỹ Năng Tìm Kiếm Và Sử Dụng Hình Ảnh, Tài Nguyên Thiết Kế']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Thiết kế / Kiến trúc', 'Marketing / Quảng cáo']",2,2.0,Junior,TopCV
TCV0356,Call Center/Trực tổng đài,support,Công ty TNHH ITECHWX,26000000,20000000,0,Hồ Chí Minh,02/09/2025,"['Giải quyết vấn đề', 'Khả Năng Làm Việc Độc Lập', 'Giao Tiếp Tiếng Anh (trôi Chảy)', 'Kiến Thức Cơ Bản Về It (phần Cứng, Phần Mềm, Mạng)', 'Khả Năng Làm Việc Theo Ca (đêm)']","['Chuyên môn Call Center/Trực tổng đài', 'IT - Phần mềm', 'Tiếng Anh Giao tiếp thành thạo']",1,1.0,Junior,TopCV
TCV0357,Thiết kế đồ họa (Graphic Design),design,CÔNG TY TNHH ROYAL EMBASSY ACADEMY,2000000,2000000,0,Hồ Chí Minh,17/09/2025,"['Adobe Photoshop', 'Adobe Illustrator', 'Tư duy sáng tạo', 'Kỹ Năng Thiết Kế', 'Typography']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Marketing / Quảng cáo', 'Thiết kế / Kiến trúc', 'Nghỉ thứ 7', 'Tuổi 20 - 23']",0,1.0,Intern,TopCV
TCV0358,IT Project Manager,infra,Công ty CP Công nghệ phần mềm và nội dung số OSP,45000000,45000000,0,Hà Nội,17/09/2025,,"['Chuyên môn IT Project Manager', 'Nghỉ thứ 7']",3,3.0,Manager,TopCV
TCV0359,Data Labeling (Gán nhãn dữ liệu),data,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),0,0,1,"Hà Nội, Hồ Chí Minh",14/09/2025,"['Khả Năng Tập Trung', 'Chú Ý Đến Chi Tiết', 'Khả Năng Phân Tích Hình Ảnh', 'Kiên Nhẫn', 'Khả Năng Làm Việc Độc Lập']","['Chuyên môn Data Labeling (Gán nhãn dữ liệu)', 'IT - Phần cứng và máy tính', 'IT - Phần mềm']",0,0.0,Intern,TopCV
TCV0360,Công nghệ thông tin khác,other,CÔNG TY CỔ PHẦN BÁNH KẸO Á CHÂU,8500000,7500000,0,Hồ Chí Minh,30/09/2025,"['Khả Năng Sử Dụng Máy Tính Thành Thạo', 'Nhập Liệu Chính Xác', 'Khả Năng Gõ Máy Nhanh Và Chính Xác', 'Chính Xác, Tỉ Mỉ, Cẩn Thận', 'Khả Năng Làm Việc Với Các Phần Mềm Văn Phòng (excel, Word)']",['Chuyên môn Công nghệ thông tin khác'],0,1.0,Intern,TopCV
TCV0361,Thiết kế đồ họa (Graphic Design),design,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU NGUỒN SỐNG VIỆT,14000000,10000000,0,Hồ Chí Minh,14/09/2025,"['Adobe Photoshop', 'Adobe Illustrator', 'Tư duy sáng tạo', 'Thiết Kế Bố Cục', 'Lựa Chọn Màu Sắc']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Tuổi 20 - 40']",1,1.0,Junior,TopCV
TCV0362,Thiết kế đồ họa (Graphic Design),design,ANNAM GOURMET,0,0,1,Hồ Chí Minh,14/09/2025,"['Khả Năng Làm Việc Độc Lập Và Nhóm', 'Khả Năng Sáng Tạo Và Tư Duy Hình Ảnh Tốt', 'Hiểu Biết Về Nguyên Tắc Thiết Kế (màu Sắc, Bố Cục, Typography)', 'Sử Dụng Thành Thạo Phần Mềm Đồ Họa (photoshop, Illustrator, Indesign)', 'Khả Năng Thiết Kế Logo, Banner, Poster, Brochure...', 'Kỹ Năng Thiết Kế Đồ Họa', 'Thiết Kế Đồ Họa 2d', 'Thiết Kế Đồ Họa (in Ấn)']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Bán lẻ - Hàng tiêu dùng - FMCG', 'Thiết kế / Kiến trúc', 'Thực phẩm / Đồ uống', 'Nghỉ thứ 7', 'Tuổi 22 - 36']",2,2.0,Junior,TopCV
TCV0363,Network Engineer,developer,CÔNG TY CỔ PHẦN TẬP ĐOÀN APEC GROUP,20000000,15000000,0,Hà Nội,14/09/2025,"['Quản Trị Hệ Thống Mạng', 'TCP/IP', 'DNS', 'Dhcp', 'VPN']","['Chuyên môn Network Engineer', 'IT - Phần mềm']",2,2.0,Junior,TopCV
TCV0364,Fullstack Developer,developer,CÔNG TY CỔ PHẦN EINSLIGHT,0,0,1,Hải Phòng,15/09/2025,"['ReactJS', '.NET', 'Javascript', 'C#', 'HTML', 'CSS', 'RESTful APIs', 'Git', 'TypeScript', 'Sql Server Postgresql']","['Chuyên môn Fullstack Developer', 'IT - Phần mềm']",0,0.0,Intern,TopCV
TCV0365,Data Scientist,data,Viettel Software,30000000,15000000,0,Hà Nội,14/09/2025,,"['Chuyên môn Data Scientist', 'Nghỉ thứ 7', 'Tuổi 23 - 30']",1,1.0,Junior,TopCV
TCV0366,Process Quality Assurance (PQA),tester,CÔNG TY TNHH CÔNG NGHỆ THE ONE 5,4000000,3000000,0,Hồ Chí Minh,15/09/2025,"['Làm việc nhóm', 'phân tích yêu cầu', 'Kiểm thử phần mềm', 'Viết Testcase', 'Báo Cáo Lỗi']",['Chuyên môn Process Quality Assurance (PQA)'],0,0.0,Intern,TopCV
TCV0367,Thiết kế đồ họa (Graphic Design),design,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ DU LỊCH VŨ LÊ,0,0,1,Hà Nội,30/09/2025,"['Khả Năng Làm Việc Độc Lập Và Nhóm', 'Khả Năng Sáng Tạo Và Tư Duy Hình Ảnh', 'Khả Năng Giao Tiếp Và Trình Bày Ý Tưởng', 'Sử Dụng Thành Thạo Phần Mềm Đồ Họa (photoshop, Illustrator, Indesign)', 'Kỹ Năng Thiết Kế Đồ Họa (typography, Màu Sắc, Bố Cục)']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Thiết kế / Kiến trúc', 'Nhà hàng / Khách sạn']",1,1.0,Junior,TopCV
TCV0368,Thiết kế đồ họa (Graphic Design),design,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ ĐẦU TƯ AESTHETIC SOLUTION DIỆP ANH,15000000,12000000,0,Hà Nội,14/09/2025,"['Thiết kế đồ họa', 'Sử Dụng Phần Mềm Thiết Kế (adobe Photoshop, Illustrator, Indesign)', 'Sáng tạo', 'Thẩm Mỹ Tốt', 'Hiểu Biết Về Màu Sắc Và Bố Cục']",['Chuyên môn Thiết kế đồ họa (Graphic Design)'],2,2.0,Junior,TopCV
TCV0369,Frontend Developer,developer,Tập đoàn FPT,0,0,1,Hà Nội,29/10/2025,"['CSS', 'HTML', 'Javascript', 'ReactJS', 'RESTful API']","['Chuyên môn Frontend Developer', 'Nghỉ thứ 7']",3,3.0,Junior,TopCV
TCV0370,Embedded Engineer/Lập trình nhúng,developer,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ HUỲNH THY,0,0,1,Hồ Chí Minh,30/09/2025,"['Thiết Kế Mạch Điện', 'Kiến Thức Về Vi Xử Lý Và Vi Điều Khiển', 'Lập Trình C C++', 'Kiến Thức Về Hệ Thống Nhúng', 'Sử Dụng Các Công Cụ Thiết Kế Phần Cứng (ví Dụ: Altium, Cadence)', 'Tiếng Anh chuyên ngành', 'Khả Năng Tự Học', 'Kinh Nghiệm Với Các Giao Thức Truyền Thông (ví Dụ: Spi, I2c, Uart)']","['Chuyên môn Embedded Engineer/Lập trình nhúng', 'IT - Phần cứng và máy tính', 'IT - Phần mềm', 'Logistic / Vận tải', 'Tiếng Anh TOEIC 500', 'Tuổi 22 - 35']",3,3.0,Junior,TopCV
TCV0371,Thiết kế đồ họa (Graphic Design),design,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HAN GA YEON,16000000,10000000,0,Hồ Chí Minh,30/09/2025,"['Thiết kế đồ họa', 'Sử Dụng Phần Mềm Thiết Kế (photoshop, Illustrator, Indesign)', 'Sáng tạo', 'Tư Duy Thẩm Mỹ', 'Kỹ Năng Bố Cục', 'Chụp Ảnh', 'Dựng Video', 'Marketing', 'Thiết Kế Motion Graphics', 'Thiết Kế Web', 'Branding']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Chăm sóc sức khỏe / Làm đẹp', 'Nghỉ thứ 7']",1,1.0,Junior,TopCV
TCV0372,Technical Leader,infra,VNDIRECT,0,0,1,Hà Nội,30/09/2025,"['Kiến Trúc Phần Mềm', 'Kiểm Thử Phần Mềm (unit Testing, Integration Testing)', 'Thiết Kế Và Phát Triển Phần Mềm', 'Quản Lý Dự Án Phần Mềm', 'Java (core Java, Spring, Spring Boot)']",['Chuyên môn Technical Leader'],5,,Lead,TopCV
TCV0373,Thiết kế đồ họa (Graphic Design),design,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VÀ THƯƠNG MẠI FOREVER,15000000,10000000,0,Hà Nội,19/09/2025,"['Khả Năng Làm Việc Độc Lập Và Nhóm', 'Khả Năng Sáng Tạo Và Tư Duy Hình Ảnh Tốt', 'Hiểu Biết Về Xu Hướng Thiết Kế Hiện Đại', 'Sử Dụng Thành Thạo Phần Mềm Thiết Kế Đồ Họa (photoshop, Illustrator, Indesign)', 'Kỹ Năng Thiết Kế Đồ Họa (typography, Màu Sắc, Bố Cục)', 'Kỹ Năng Giao Tiếp Và Trình Bày Ý Tưởng', 'Am Hiểu Về In Ấn']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'In ấn / Xuất bản', 'Thiết kế / Kiến trúc', 'Marketing / Quảng cáo', 'Tuổi 25 - 35']",1,1.0,Junior,TopCV
TCV0374,AI Engineer,developer,Viettel Software,0,0,1,Hà Nội,13/09/2025,,"['Chuyên môn AI Engineer', 'IT - Phần mềm', 'Nghỉ thứ 7', 'Tuổi 22 - 30']",1,1.0,Junior,TopCV
TCV0375,Business Analyst (Phân tích nghiệp vụ),data,Công ty TNHH CÔNG NGHỆ VÀ TƯ VẤN DOANH NGHIỆP INNOCOM,11000000,9000000,0,Hà Nội,31/08/2025,"['CRM', 'Kỹ năng phân tích kinh doanh', 'Đàm phán thương lượng', 'Phân Tích Nghiệp Vụ', 'Viết tài liệu', 'Giao tiếp hiệu quả', 'Tiếng Anh (tối Thiểu Đọc Hiểu)']","['Chuyên môn Business Analyst (Phân tích nghiệp vụ)', 'IT - Phần mềm', 'Tuổi 23 - 28']",2,2.0,Junior,TopCV
TCV0376,Fullstack Developer,developer,Công Ty TNHH Avepoint Việt Nam,0,0,1,"Hà Nội, Đà Nẵng",03/12/2025,"['Apex', 'Visualforce', 'Soql', 'Sosl', 'Salesforce Apis (rest, Soap)']","['Chuyên môn Fullstack Developer', 'Nghỉ thứ 7']",0,1.0,Intern,TopCV
TCV0377,Product Owner/Product Manager,infra,BSS Group,15000000,9000000,0,Hà Nội,14/09/2025,"['Quản lý thời gian', 'Giao tiếp', 'Phân tích dữ liệu', 'Nghiên Cứu Thị Trường', 'tổ chức']","['Chuyên môn Product Owner/Product Manager', 'IT - Phần mềm', 'Thương mại điện tử', 'Nghỉ thứ 7', 'Từ 20 tuổi trở lên']",0,1.0,Manager,TopCV
TCV0378,Business Analyst (Phân tích nghiệp vụ),data,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),0,0,1,Hà Nội,15/10/2025,"['Giao tiếp', 'Phân Tích Nghiệp Vụ', 'Thu Thập Yêu Cầu', 'Mô Hình Hóa Quy Trình', 'Viết Tài Liệu Đặc Tả']","['Chuyên môn Business Analyst (Phân tích nghiệp vụ)', 'IT - Phần mềm', 'Nghỉ thứ 7']",2,2.0,Junior,TopCV
TCV0379,Thiết kế đồ họa (Graphic Design),design,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN DOHALAND,15000000,13000000,0,Hà Nội,30/09/2025,"['Google Analytics', 'Seo (tối Ưu Hóa Công Cụ Tìm Kiếm)', 'Quảng Cáo Trên Mạng Xã Hội (facebook, Instagram, Tiktok, V.v.)', 'Phân Tích Dữ Liệu Marketing', 'Sem (quảng Cáo Tìm Kiếm)']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Từ 35 tuổi trở xuống']",3,3.0,Junior,TopCV
TCV0380,Business Analyst (Phân tích nghiệp vụ),data,Công ty Cổ phần Tập đoàn Meey Land,40000000,20000000,0,Hà Nội,14/09/2025,"['Business Analyst', 'Hrm', 'Phân Tích Nghiệp Vụ', 'Thu Thập Yêu Cầu', 'Phân tích dữ liệu', 'Design Thinking']",['Chuyên môn Business Analyst (Phân tích nghiệp vụ)'],2,2.0,Junior,TopCV
TCV0381,Backend Developer,developer,Công Ty Tài Chính Cổ Phần Điện Lực EVN,0,0,1,Hà Nội,30/08/2025,['Node.js'],"['Chuyên môn Backend Developer', 'IT - Phần mềm', 'Nghỉ thứ 7']",2,2.0,Junior,TopCV
TCV0382,Frontend Developer,developer,CÔNG TY TNHH LUNA AI VN,0,0,1,Hồ Chí Minh,30/08/2025,,"['Chuyên môn Frontend Developer', 'Nghỉ thứ 7']",0,1.0,Intern,TopCV
TCV0383,Thiết kế đồ họa (Graphic Design),design,CÔNG TY TNHH THỜI TRANG CMI,0,0,1,Hồ Chí Minh,14/09/2025,,['Chuyên môn Thiết kế đồ họa (Graphic Design)'],2,2.0,Junior,TopCV
TCV0384,Kinh doanh phần mềm,sales,Công ty cổ phần Sphinx,0,0,1,Hà Nội,15/09/2025,"['Giao tiếp tốt', 'Kỹ năng làm việc nhóm', 'Khả Năng Học Hỏi Nhanh', 'Chăm Chỉ, Siêng Năng', 'Thành Thạo Tin Học Văn Phòng (word, Excel, Powerpoint)']","['Chuyên môn Kinh doanh phần mềm', 'Telesales', 'Direct Sales', 'B2B', 'IT - Phần mềm', 'Có hỗ trợ Data', 'Nghỉ thứ 7']",0,0.0,Intern,TopCV
TCV0385,Backend Developer,developer,Công ty TNHH ITECHWX,80000000,55000000,0,Hồ Chí Minh,31/08/2025,"['C#', 'RESTful APIs', 'Asp.net Mvc Or Asp.net Core Mvc', '.net (framework, Core, Or .net)', 'Databases (sql Server, Postgresql, Mysql, Etc.)']","['Chuyên môn Backend Developer', 'IT - Phần mềm', 'Nghỉ thứ 7']",5,,Mid,TopCV
TCV0386,Thiết kế đồ họa (Graphic Design),design,Công ty Phúc Hưng Thịnh,17000000,13000000,0,Hà Nội,14/09/2025,"['Illustrator', 'Photoshop', 'Thiết kế đồ họa', 'Thiết Kế', 'Design']",['Chuyên môn Thiết kế đồ họa (Graphic Design)'],2,2.0,Junior,TopCV
TCV0387,DevOps Engineer,developer,Công ty TNHH ITECHWX,50000000,30000000,0,Hồ Chí Minh,31/08/2025,,"['Chuyên môn DevOps Engineer', 'IT - Phần mềm', 'Nghỉ thứ 7']",2,2.0,Junior,TopCV
TCV0388,Process Quality Assurance (PQA),tester,Công ty Cổ phần GEM,20000000,12000000,0,Hà Nội,12/09/2025,"['ISO 9001', 'Scrum/Agile', 'Kiến Thức Về Các Tiêu Chuẩn Chất Lượng Phần Mềm (ví Dụ: Iso 9001, Cmmi)', 'Kỹ năng giao tiếp', 'Kỹ năng làm việc nhóm']","['Chuyên môn Process Quality Assurance (PQA)', 'IT - Phần mềm']",1,1.0,Junior,TopCV
TCV0389,Fullstack Developer,developer,CÔNG TY TNHH YCOMM VIỆT NAM,40000000,30000000,0,Hà Nội,12/09/2025,"['Javascript', 'React', 'Node.js', 'HTML/CSS', 'Sql Nosql Databases']","['Chuyên môn Fullstack Developer', 'IT - Phần mềm', 'Nghỉ thứ 7']",4,4.0,Mid,TopCV
TCV0390,IT Helpdesk/IT support,support,Công ty TNHH HS Hyosung Global Logistics Vina,0,0,1,Hồ Chí Minh,14/09/2025,"['Khắc Phục Sự Cố Máy Tính', 'Hỗ Trợ Người Dùng', 'Kiến Thức Về Phần Cứng Máy Tính', 'Kiến Thức Về Phần Mềm Máy Tính', 'Hệ Điều Hành Windows Macos Linux']","['Chuyên môn IT Helpdesk/IT support', 'IT - Phần cứng và máy tính', 'IT - Phần mềm', 'Logistic / Vận tải']",0,0.0,Intern,TopCV
TCV0391,Frontend Developer,developer,Công Ty TNHH LG CNS VIỆT NAM,0,0,1,Hà Nội,29/08/2025,,"['Chuyên môn Frontend Developer', 'Nghỉ thứ 7']",3,3.0,Junior,TopCV
TCV0392,Kinh doanh phần mềm,sales,Công ty Cổ phần Phần mềm Vitex Việt Nam,0,0,1,Hà Nội,31/08/2025,"['Làm việc nhóm', 'Thuyết trình', 'Tin học văn phòng', 'Tìm kiếm khách hàng', 'Tiếng Anh', 'Giao tiếp', 'Nghiên Cứu Thị Trường', 'Chăm chỉ', 'Kỹ năng đàm phán', 'Kỹ năng giải quyết vấn đề', 'kỹ năng quản lý thời gian', 'Kỹ năng xây dựng mối quan hệ', 'Kỹ Năng Phân Tích Dữ Liệu', 'Hiểu Biết Về Sản Phẩm Dịch Vụ It', 'Kỹ Năng Viết Email']","['Chuyên môn Kinh doanh phần mềm', 'Online Sales', 'B2B', 'B2C', 'Nghỉ thứ 7']",0,0.0,Intern,TopCV
TCV0393,Mobile Developer,developer,Công ty Cổ phần Vulcan Labs,0,0,1,Hồ Chí Minh,29/08/2025,"['Android SDK', 'Kotlin/Java', 'RESTful APIs', 'Git', 'Android Jetpack (compose, Navigation, Viewmodel, Livedata)']","['Chuyên môn Mobile Developer', 'Nghỉ thứ 7']",3,3.0,Junior,TopCV
TCV0394,IT Project Manager,infra,Sun* Inc. (Sun Asterisk Inc.),0,0,1,Hà Nội,16/09/2025,,['Chuyên môn IT Project Manager'],4,4.0,Manager,TopCV
