job_id,title,job_field,company,salary_max,salary_min,salary_negotiable,location_city,deadline,skills,industry,experience_min,experience_max,job_level,source
TCV0001,Software Engineer,developer,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,40000000,15000000,0,Hà Nội,14/09/2025,,['Chuyên môn Software Engineer'],2,2.0,Junior,TopCV
TCV0002,Kinh doanh phần mềm,sales,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ GIẢI PHÁP PHẦN MỀM SMB PLUS,18000000,15000000,0,Hồ Chí Minh,14/09/2025,,"['Chuyên môn Kinh doanh phần mềm', 'B2B', 'IT - Phần mềm', 'Marketing / Quảng cáo']",1,1.0,Junior,TopCV
TCV0003,Chuyên viên Cyber Security,security,CÔNG TY CỔ PHẦN AN NINH MẠNG 405CYSE,30000000,20000000,0,Hồ Chí Minh,18/09/2025,"['Kiến Thức Chuyên Sâu Về An Ninh Mạng', 'Phân Tích Và Đánh Giá Rủi Ro', 'Xử Lý Sự Cố An Ninh', 'Kiến Thức Về Các Hệ Điều Hành (windows, Linux)', 'Kiến Thức Về Mạng (tcp Ip, Dns, Vpn)']","['Chuyên môn Chuyên viên Cyber Security', 'Nghỉ thứ 7']",2,2.0,Mid,TopCV
TCV0004,Data Engineer,developer,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),0,0,1,Hà Nội,20/09/2025,"['SQL', 'ETL', 'Data Warehousing', 'Cloud Computing (aws, Azure, Gcp)', 'Data Modeling']",['Chuyên môn Data Engineer'],5,,Mid,TopCV
TCV0005,Mobile Developer,developer,CÔNG TY CỔ PHẦN SMARTOSC,0,0,1,Hà Nội,17/09/2025,"['React Native', 'Javascript', 'Redux Context Api', 'RESTful APIs', 'Git']","['Chuyên môn Mobile Developer', 'IT - Phần mềm', 'Nghỉ thứ 7']",2,2.0,Junior,TopCV
TCV0006,Technical Leader,infra,CÔNG TY CỔ PHẦN DS SOLUTION VIỆT NAM,40000000,25000000,0,Hà Nội,19/09/2025,"['Python', 'Quản Lý Dự Án', 'NextJS', 'React', 'Lãnh Đạo Nhóm', 'openai', 'Quản Lý Team', 'Jira/Confluence']","['Chuyên môn Technical Leader', 'IT - Phần mềm', 'Tiếng Anh Giao tiếp thành thạo']",3,3.0,Lead,TopCV
TCV0007,Thiết kế đồ họa (Graphic Design),design,CÔNG TY TNHH VLAST VIỆT NAM,80000000,60000000,0,Hồ Chí Minh,20/09/2025,,"['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'IT - Phần mềm', 'Game', 'Thiết kế / Kiến trúc']",5,5.0,Mid,TopCV
TCV0008,Fullstack Developer,developer,FPT IS,0,0,1,Hà Nội,18/09/2025,"['CSS', 'HTML', 'Javascript', 'React', 'Node.js']","['Chuyên môn Fullstack Developer', 'Nghỉ thứ 7']",3,3.0,Junior,TopCV
TCV0009,Mobile Developer,developer,Công ty cổ phần phần mềm Matechmobile,30000000,30000000,0,Hà Nội,30/09/2025,,"['Chuyên môn Mobile Developer', 'IT - Phần mềm', 'Nghỉ thứ 7']",2,2.0,Junior,TopCV
TCV0010,Kinh doanh phần mềm,sales,Công ty cổ phần GIMO,17000000,10000000,0,Bình Dương,14/09/2025,"['Giao tiếp', 'thuyết phục', 'Làm việc độc lập', 'Sử Dụng Tin Học Văn Phòng']","['Chuyên môn Kinh doanh phần mềm', 'Direct Sales', 'B2C', 'Tài chính', 'Có hỗ trợ Data', 'Nghỉ thứ 7']",1,1.0,Junior,TopCV
TCV0011,Business Analyst (Phân tích nghiệp vụ),data,CÔNG TY TNHH GIẢI PHÁP VẬN HÀNH DOANH NGHIỆP OPERDO,25000000,17000000,0,Hà Nội,23/09/2025,,"['Chuyên môn Business Analyst (Phân tích nghiệp vụ)', 'IT - Phần mềm']",2,2.0,Junior,TopCV
TCV0012,Data Engineer,developer,CÔNG TY CỔ PHẦN THƯƠNG MẠI CÔNG NGHỆ THÔNG TIN DI ĐỘNG,18000000,13000000,0,Hà Nội,19/09/2025,"['Quản lý nhóm ', 'Giao tiếp', 'Quản Lý Dự Án', 'Hỗ Trợ Kỹ Thuật', 'Khắc Phục Sự Cố Phần Mềm']","['Chuyên môn Data Engineer', 'Từ 18 tuổi trở lên']",2,2.0,Junior,TopCV
TCV0013,Product Owner/Product Manager,infra,Công ty Cổ phần MISA,52000000,52000000,0,Hà Nội,30/09/2025,"['Phân Tích Thị Trường', 'Quản Lý Sản Phẩm', 'Thu Thập Và Phân Tích Dữ Liệu', 'Xây Dựng Chiến Lược Sản Phẩm', 'Quản Lý Roadmap Sản Phẩm']","['Chuyên môn Product Owner/Product Manager', 'IT - Phần mềm', 'Tài chính', 'Ngân hàng', 'Nghỉ thứ 7']",3,3.0,Manager,TopCV
TCV0014,Fullstack Developer,developer,Công ty Cổ phần dịch vụ và giải pháp xử lý dữ liệu VBEE,30000000,23000000,0,Hà Nội,10/09/2025,"['Javascript', 'ReactJS', 'Node.js', 'HTML/CSS', 'RESTful APIs']","['Chuyên môn Fullstack Developer', 'IT - Phần mềm', 'Nghỉ thứ 7']",3,3.0,Junior,TopCV
TCV0015,Mobile Developer,developer,CÔNG TY CỔ PHẦN ALLIEX VIỆT NAM,0,0,1,Hà Nội,19/09/2025,"['Java', 'Android SDK', 'Kotlin', 'Android studio', 'RESTful APIs']","['Chuyên môn Mobile Developer', 'IT - Phần mềm', 'Tài chính', 'Nghỉ thứ 7', 'Tiếng Anh Giao tiếp thành thạo']",3,3.0,Junior,TopCV
TCV0016,Backend Developer,developer,Công ty Cổ Phần Rikkeisoft,0,0,1,Hà Nội,18/09/2025,"['Terraform', 'Ansible', 'CI/CD', 'Cloud (aws, Azure, Gcp)', 'Linux']","['Chuyên môn Backend Developer', 'IT - Phần mềm']",3,3.0,Junior,TopCV
TCV0017,Business Analyst (Phân tích nghiệp vụ),data,CÔNG TY CP CÔNG NGHỆ HẢI NAM TECH,18000000,15000000,0,Hà Nội,20/09/2025,"['Giao tiếp', 'Phân Tích Nghiệp Vụ', 'Thu Thập Yêu Cầu', 'Mô Hình Hóa Quy Trình Nghiệp Vụ', 'Viết Tài Liệu Đặc Tả Yêu Cầu', 'Kiến Thức Về Cơ Sở Dữ Liệu', 'Kinh Nghiệm Triển Khai Erp']","['Chuyên môn Business Analyst (Phân tích nghiệp vụ)', 'IT - Phần mềm']",2,2.0,Junior,TopCV
TCV0018,Software Engineer,developer,HAPAS VIỆT NAM,25000000,15000000,0,Hà Nội,21/09/2025,"['Phân Tích Nghiệp Vụ', 'Tự Động Hóa Quy Trình', 'Lập Trình (python, Java, .net)', 'Quản Lý Dự Án', 'Giao tiếp']","['Chuyên môn Software Engineer', 'IT - Phần mềm', 'Thương mại điện tử', 'Nghỉ thứ 7']",1,1.0,Junior,TopCV
TCV0019,Kỹ sư IoT (IoT Engineer),developer,CÔNG TY CỔ PHẦN THƯƠNG MẠI CÔNG NGHỆ THÔNG TIN DI ĐỘNG,25000000,18000000,0,Hà Nội,19/09/2025,"['Voip Technologies', 'Network Engineering', 'Sip Protocol', 'Pbx Systems', 'Project Management']","['Chuyên môn Kỹ sư IoT (IoT Engineer)', 'IT - Phần mềm', 'Viễn thông', 'Thương mại điện tử', 'Từ 18 tuổi trở lên']",5,5.0,Mid,TopCV
TCV0020,Thiết kế đồ họa (Graphic Design),design,CÔNG TY TNHH DAOUKIWOOM INNOVATION,12000000,9000000,0,Hồ Chí Minh,01/09/2025,"['Photoshop', 'Tin học văn phòng']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Thiết kế / Kiến trúc', 'Nghỉ thứ 7', 'Tuổi 18 - 40']",0,1.0,Intern,TopCV
TCV0021,Backend Developer,developer,Công ty Cổ phần NAL Việt Nam,35000000,20000000,0,Hà Nội,10/09/2025,"['Java', 'SQL', 'Spring Framework', 'Tiếng Nhật (n3 Trở Lên)', 'Hibernate/Jpa']","['Chuyên môn Backend Developer', 'IT - Phần mềm', 'Tiếng Nhật JLPT N3']",2,2.0,Junior,TopCV
TCV0022,Công nghệ thông tin khác,other,Công ty Cổ phần The First One,12000000,10000000,0,Hà Nội,13/09/2025,"['Lập Trình', 'Giải quyết vấn đề', 'Tư duy logic', 'Kiến Thức Về Cấu Trúc Dữ Liệu Và Giải Thuật', 'Gỡ Lỗi (debugging)']","['Chuyên môn Công nghệ thông tin khác', 'IT - Phần mềm', 'Tiếng Nhật JLPT N3']",1,1.0,Junior,TopCV
TCV0023,Data Engineer,developer,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,26000000,26000000,0,Hà Nội,10/09/2025,"['Python', 'SQL', 'ETL', 'Data Warehousing', 'Data Modeling']","['Chuyên môn Data Engineer', 'Nghỉ thứ 7']",2,2.0,Junior,TopCV
TCV0024,Backend Developer,developer,Công Ty Cổ Phần Aggregatori Capaci,0,0,1,Hà Nội,10/09/2025,"['Java', 'Spring Framework (spring Boot, Spring Mvc)', 'Database Design And Development (sql Or Nosql)', 'Restful Api Design And Development']","['Chuyên môn Backend Developer', 'IT - Phần mềm', 'Nghỉ thứ 7']",5,5.0,Mid,TopCV
TCV0025,Software Engineer,developer,FPT IS,0,0,1,"Hà Nội, Hồ Chí Minh",07/09/2025,"['Java', 'RESTful APIs', 'Object Oriented Programming (oop)', 'Spring Framework (spring Boot, Spring Mvc, Spring Data)', 'Database (sql Or Nosql)']","['Chuyên môn Software Engineer', 'Nghỉ thứ 7']",3,3.0,Junior,TopCV
TCV0026,Manual Tester,tester,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ CODEE,22000000,22000000,0,Hà Nội,30/09/2025,"['phân tích yêu cầu', 'Viết Testcase', 'Thực Hiện Test Case', 'Báo Cáo Lỗi (bug Report)', 'Kiểm Thử Phần Mềm (functional Testing, Regression Testing)']","['Chuyên môn Manual Tester', 'Nghỉ thứ 7']",1,1.0,Junior,TopCV
TCV0027,Mobile Developer,developer,CÔNG TY TNHH CÔNG NGHỆ 44+,20000000,15000000,0,Hà Nội,11/09/2025,"['Xử Lý Dữ Liệu Json, Xml', 'Quản Lý Phiên Bản Git', 'Hiểu Biết Về Kiến Trúc Phần Mềm Mvc, Mvvm', 'Swift (ios) Hoặc Kotlin Java (android)', 'Kiến Thức Về Các Api Restful', 'Kinh Nghiệm Triển Khai Ứng Dụng Lên App Store Google Play']","['Chuyên môn Mobile Developer', 'IT - Phần mềm', 'Tiếng Anh Đọc hiểu']",2,2.0,Junior,TopCV
TCV0028,Software Engineer,developer,Bệnh Viện Đa Khoa Quốc Tế Thu Cúc – Chi Nhánh Công Ty Cổ Phần Y Khoa & Thẩm Mỹ Thu Cúc,25000000,25000000,0,Hà Nội,11/09/2025,"['Java', 'SQL', 'Spring Framework', 'RESTful APIs', 'Hibernate/Jpa']","['Chuyên môn Software Engineer', 'IT - Phần mềm', 'Y tế / Dược phẩm']",1,1.0,Junior,TopCV
TCV0029,UI/UX Design,design,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN CÔNG NGHỆ BIGCODE,30000000,15000000,0,Hồ Chí Minh,20/09/2025,"['Nghiên Cứu Người Dùng', 'Thiết Kế Ux (user Experience)', 'Thiết Kế Ui (user Interface)', 'Thiết Kế Wireframe Và Prototype', 'Sử Dụng Thành Thạo Các Công Cụ Thiết Kế (figma, Adobe Xd, Sketch)', 'Kỹ Năng Quản Lý Dự Án', 'Kiến Thức Về Thương Mại Điện Tử', 'Kỹ Năng Phân Tích Dữ Liệu', 'Kỹ Năng Thiết Kế Đồ Họa (adobe Photoshop, Illustrator)', 'Kỹ Năng Animation Và Micro Interactions', 'Kỹ Năng User Testing', 'Kỹ Năng Viết Content Ux']","['Chuyên môn UI/UX Design', 'IT - Phần mềm', 'Thương mại điện tử', 'Marketing / Quảng cáo']",3,3.0,Junior,TopCV
TCV0030,Fullstack Developer,developer,Công Ty Cổ Phần Công Nghiệp Weldcom,25000000,15000000,0,Hà Nội,22/09/2025,"['CSS', 'HTML', 'Javascript', 'Kiến Trúc Phần Mềm', 'Một Ngôn Ngữ Lập Trình Backend (ví Dụ: Python, Java, Node.js, Php, Ruby)', 'Fullstack Developer']","['Chuyên môn Fullstack Developer', 'IT - Phần mềm', 'Tiếng Anh Giao tiếp cơ bản', 'Tuổi 22 - 40']",1,1.0,Junior,TopCV
TCV0031,Kinh doanh phần mềm,sales,CÔNG TY TNHH TRUYỀN THÔNG ADTIMIN,30000000,30000000,0,Hồ Chí Minh,20/09/2025,,"['Chuyên môn Kinh doanh phần mềm', 'Online Sales', 'B2B', 'Nghỉ thứ 7']",0,0.0,Intern,TopCV
TCV0032,Công nghệ thông tin khác,other,CÔNG TY CỔ PHẦN HOBI VIỆT NAM,18000000,10000000,0,Hà Nội,30/09/2025,"['Quản Lý Cơ Sở Dữ Liệu (sql, Nosql)', 'Kiến Thức Về Html, Css, Javascript', 'An Ninh Mạng Và Bảo Mật Website', 'Khắc Phục Sự Cố Và Bảo Trì Website', 'Sử Dụng Các Công Cụ Quản Trị Web (cpanel, Plesk, V.v.)']","['Chuyên môn Công nghệ thông tin khác', 'IT - Phần mềm', 'Marketing / Quảng cáo']",2,2.0,Junior,TopCV
TCV0033,Fullstack Developer,developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ VCS VIỆT NAM,20000000,12000000,0,Hà Nội,15/09/2025,"['CSS', 'HTML', 'Javascript', 'Một Framework Frontend (react, Angular, Vue.js)', 'Một Framework Backend (node.js, Python Django, Ruby On Rails, Php Laravel)']","['Chuyên môn Fullstack Developer', 'IT - Phần mềm']",2,2.0,Junior,TopCV
TCV0034,Software Engineer,developer,CÔNG TY CỔ PHẦN TÀI NGUYÊN TRI THỨC VIỆT NĂNG,0,0,1,Hồ Chí Minh,13/09/2025,"['.NET', 'Git', 'MongoDB', 'OOP', 'Redis', 'kafka', 'RabbitMQ', 'ASP.NET MVC', 'Microservices', 'Cloud Platforms (aws, Azure, Gcp)', 'Asp.net Mvc Web Api', 'Asp.net Mvc Hoặc Asp.net Core', '.net (c#, Asp.net Mvc, Asp.net Core)', 'Frontend Frameworks (react, Angular, Vue.js)']","['Chuyên môn Software Engineer', 'IT - Phần mềm', 'Tuổi 25 - 40']",4,4.0,Mid,TopCV
TCV0035,Solution Architect,devops,FPT Software,0,0,1,"Hà Nội, Hồ Chí Minh",21/09/2025,"['Trí Tuệ Nhân Tạo (ai)', 'Xử Lý Ngôn Ngữ Tự Nhiên (nlp)', 'Học Máy (machine Learning)', 'Học Sâu (deep Learning)', 'Kiến Trúc Giải Pháp']","['Chuyên môn Solution Architect', 'Nghỉ thứ 7']",5,5.0,Mid,TopCV
TCV0036,Network Engineer,developer,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,0,0,1,Hồ Chí Minh,21/09/2025,"['An Ninh Mạng', 'Kiến Thức Về Các Giao Thức Mạng (tcp Ip, Bgp, Ospf)', 'Thiết Kế Mạng', 'Cấu Hình Thiết Bị Mạng (routers, Switches, Firewalls)', 'Giải Quyết Sự Cố Mạng', 'Network Design', 'Network Security', 'Routing Protocols (bgp, Ospf, Eigrp)', 'Firewall Management (cisco Asa, Palo Alto)']","['Chuyên môn Network Engineer', 'An ninh mạng', 'IT - Phần cứng và máy tính', 'IT - Phần mềm', 'Nghỉ thứ 7']",3,3.0,Junior,TopCV
TCV0037,Bán hàng kỹ thuật IT,other,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,0,0,1,"Hồ Chí Minh, Hà Nội",21/09/2025,"['JPLT N2', 'JPLT N1', 'Bán Hàng', 'Giao tiếp', 'thuyết phục', 'Đàm phán', 'Xây dựng mối quan hệ']","['Chuyên môn Bán hàng kỹ thuật IT', 'Direct Sales', 'B2B', 'An ninh mạng', 'IT - Phần cứng và máy tính', 'IT - Phần mềm', 'Có hỗ trợ Data', 'Nghỉ thứ 7', 'Tiếng Nhật JLPT N2']",4,4.0,Mid,TopCV
TCV0038,Kỹ thuật IT,other,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,20000000,17000000,0,Hà Nam,21/09/2025,"['Quản Trị Mạng', 'Quản Trị Hệ Thống', 'Khắc Phục Sự Cố Phần Cứng', 'Khắc Phục Sự Cố Phần Mềm', 'Sao Lưu Và Phục Hồi Dữ Liệu']","['Chuyên môn Kỹ thuật IT', 'Tiếng Anh Giao tiếp thành thạo']",3,3.0,Junior,TopCV
TCV0039,Công nghệ thông tin khác,other,CÔNG TY CỔ PHẦN HỆ THỐNG GIÁO DỤC NEW G,10000000,8500000,0,Hà Nội,30/09/2025,"['Tư duy logic', 'Giải quyết vấn đề', 'đọc hiểu tài liệu kỹ thuật', 'Khả Năng Học Hỏi Nhanh', 'Kiến Thức Về Kỹ Thuật Cơ Bản']",['Chuyên môn Công nghệ thông tin khác'],0,0.0,Intern,TopCV
TCV0040,Software Engineer,developer,"FOXLINK VIETNAM CO., LTD",28000000,22000000,0,Hồ Chí Minh,21/09/2025,"['It', 'microsoft', 'Kiến Thức Sâu Về Hệ Thống Mes Sfcs (ví Dụ: Rockwell, Siemens, Wonderware)']","['Chuyên môn Software Engineer', 'Sản xuất ', 'Công nghệ kỹ thuật', 'Điện / Điện tử / Điện lạnh']",5,5.0,Mid,TopCV
TCV0041,DevOps Engineer,developer,Công ty Cổ phần Công nghệ KiotViet,35000000,20000000,0,Hà Nội,20/09/2025,"['Linux System Administration', 'Cloud Computing (aws, Azure, Gcp)', 'Containerization (docker, Kubernetes)', 'Ci Cd Pipelines (jenkins, Gitlab Ci, Circleci)', 'Infrastructure As Code (terraform, Ansible, Chef)']",['Chuyên môn DevOps Engineer'],3,3.0,Junior,TopCV
TCV0042,Data Analyst,data,CÔNG TY CỔ PHẦN THƯƠNG MẠI PRINTERVAL,70000000,50000000,0,Hà Nội,21/09/2025,"['Phân tích dữ liệu', 'Quản Lý Dự Án', 'Trực quan hóa dữ liệu', 'Lập Kế Hoạch Chiến Lược', 'Xây Dựng Báo Cáo']","['Chuyên môn Data Analyst', 'Thương mại điện tử']",5,5.0,Mid,TopCV
TCV0043,Công nghệ thông tin khác,other,Công ty Cổ phần Tasco Auto,0,0,1,Hà Nội,20/09/2025,"['Giao tiếp', 'Giải quyết vấn đề', 'Hướng Dẫn Khách Hàng', 'Kiến Thức Sản Phẩm Dịch Vụ', 'Quản lý thời gian']","['Chuyên môn Công nghệ thông tin khác', 'Nghỉ thứ 7']",2,2.0,Junior,TopCV
TCV0044,Head of Engineering,developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG MINH OXII,40000000,40000000,0,Hà Nội,31/10/2025,"['Phát Triển Phần Mềm Nhúng', 'Lập Trình C C++', 'Kiến Trúc Hệ Thống Nhúng', 'Gỡ Lỗi Và Kiểm Thử Phần Mềm Nhúng', 'Quản Lý Dự Án']","['Chuyên môn Head of Engineering', 'IT - Phần cứng và máy tính', 'IT - Phần mềm', 'Điện / Điện tử / Điện lạnh', 'Nghỉ thứ 7']",5,,Mid,TopCV
TCV0045,Kinh doanh phần mềm,sales,CÔNG TY CỔ PHẦN CÔNG NGHỆ CHATBOT VIỆT NAM,44000000,23000000,0,"Hồ Chí Minh, Hà Nội",20/09/2025,"['Bán Hàng B2b', 'Kinh Nghiệm Bán Các Giải Pháp Công Nghệ', 'Am Hiểu Về Ai', 'Giao tiếp', 'Thuyết trình', 'Lập Kế Hoạch Kinh Doanh', 'Phân Tích Thị Trường']","['Chuyên môn Kinh doanh phần mềm', 'Direct Sales', 'B2B', 'IT - Phần mềm', 'Thương mại điện tử', 'Có hỗ trợ Data', 'Tuổi 25 - 40']",1,1.0,Junior,TopCV
TCV0046,Thiết kế đồ họa (Graphic Design),design,Công ty Cổ phần MediaMart Việt Nam,15000000,13000000,0,Hà Nội,20/09/2025,"['Khả Năng Làm Việc Độc Lập Và Nhóm', 'Sử Dụng Thành Thạo Phần Mềm Thiết Kế Đồ Họa (photoshop, Illustrator, Indesign,...)', 'Khả Năng Sáng Tạo Và Tư Duy Hình Ảnh Tốt', 'Hiểu Biết Về Nguyên Tắc Thiết Kế, Bố Cục, Màu Sắc, Typography', 'Khả Năng Giao Tiếp Và Trình Bày Ý Tưởng Tốt', 'Khả Năng Quản Lý Thời Gian Và Làm Việc Dưới Áp Lực', 'Hiểu Biết Về Ux Ui Design', 'Kỹ Năng Sử Dụng Phần Mềm 3d (blender, Cinema 4d,...)']",['Chuyên môn Thiết kế đồ họa (Graphic Design)'],1,1.0,Junior,TopCV
TCV0047,Thiết kế đồ họa (Graphic Design),design,Văn phòng đại diện Everfit Technologies Inc tại thành phố ĐàNẵng,0,0,1,Hà Nội,31/10/2025,"['User Research', 'Wireframing', 'Ui Design', 'Prototyping', 'Ux Design']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Nghỉ thứ 7']",4,4.0,Mid,TopCV
TCV0048,Software Tester (Automation & Manual),developer,CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ ECOTEK,24000000,18000000,0,Hưng Yên,20/09/2025,"['Kiến Thức Về Kiểm Thử Phần Mềm', 'Kỹ Năng Phân Tích Yêu Cầu', 'Kỹ Năng Viết Test Case', 'Kỹ Năng Thực Hiện Test', 'Kỹ Năng Báo Cáo Lỗi', 'Giao tiếp', 'Kỹ Năng Phân Tích Rủi Ro', 'Kiến Thức Về Các Loại Kiểm Thử (ví Dụ: Kiểm Thử Hiệu Năng, Kiểm Thử Bảo Mật)']","['Chuyên môn Software Tester (Automation & Manual)', 'IT - Phần mềm', 'Nghỉ thứ 7', 'Tuổi 24 - 34']",1,1.0,Junior,TopCV
TCV0049,Kinh doanh phần mềm,sales,Công ty Cổ phần Đầu tư Nexus Việt Nam,25000000,15000000,0,Hồ Chí Minh,19/09/2025,"['Bán Hàng', 'Giao tiếp', 'Thuyết trình', 'Xây dựng mối quan hệ', 'Giải quyết vấn đề']","['Chuyên môn Kinh doanh phần mềm', 'Direct Sales', 'Online Sales', 'Bán hàng tại cửa hàng/showroom', 'Telesales', 'B2B', 'B2C', 'B2G']",0,1.0,Intern,TopCV
TCV0050,Thiết kế đồ họa (Graphic Design),design,Công ty Cổ Phần Hoa Liti,0,0,1,Hà Nội,20/09/2025,"['Photoshop', 'Thiết kế đồ họa', 'Thiết Kế', 'Chỉnh Sửa Ảnh', 'Phần Mềm Văn Phòng', 'Ae']",['Chuyên môn Thiết kế đồ họa (Graphic Design)'],1,1.0,Junior,TopCV
TCV0051,IT Helpdesk/IT support,support,CÔNG TY TNHH PK SOLUTION VINA,30000000,20000000,0,Hà Nội,19/09/2025,"['Quản Lý Đội Nhóm', 'Lập Kế Hoạch', 'Giải quyết vấn đề', 'Ra Quyết Định', 'Giao tiếp', 'báo cáo', 'Quản Lý Rủi Ro']","['Chuyên môn IT Helpdesk/IT support', 'Tuổi 30 - 40']",5,,Mid,TopCV
TCV0052,AI Engineer,developer,Viettel IDC,0,0,1,Hà Nội,20/09/2025,"['thống kê', 'Lập Trình Python', 'Xử Lý Ngôn Ngữ Tự Nhiên (nlp)', 'Học Máy (machine Learning)', 'Học Sâu (deep Learning)']","['Chuyên môn AI Engineer', 'IT - Phần mềm', 'Điện toán đám mây (Cloud)']",5,5.0,Mid,TopCV
TCV0053,Bảo mật ứng dụng và phát triển,security,CÔNG TY CỔ PHẦN BPO MẮT BÃO,24000000,20000000,0,Hồ Chí Minh,19/09/2025,"['Phân Tích Nhật Ký (log Analysis)', 'Giám Sát An Ninh (security Monitoring)', 'Phân Tích Cảnh Báo (alert Triage)', 'Điều Tra Sự Cố (incident Investigation)', 'Kiến Thức Về Các Mối Đe Dọa An Ninh Mạng (cyber Threat Awareness)']","['Chuyên môn Bảo mật ứng dụng và phát triển', 'IT - Phần mềm', 'Tiếng Anh Giao tiếp thành thạo']",2,2.0,Junior,TopCV
TCV0054,Animation Design,design,CÔNG TY TNHH LALAMOVE VIETNAM,0,0,1,Hồ Chí Minh,19/09/2025,"['Thiết kế đồ họa', 'Animation', 'After Effects', 'Adobe Premiere', 'Tư duy sáng tạo']","['Chuyên môn Animation Design', 'Logistic / Vận tải', 'Marketing / Quảng cáo', 'Nghỉ thứ 7']",3,3.0,Junior,TopCV
TCV0055,Thiết kế đồ họa (Graphic Design),design,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THIÊN ĐƯỜNG ẨM THỰC,14000000,12000000,0,Hồ Chí Minh,19/09/2025,"['Khả Năng Làm Việc Độc Lập Và Nhóm', 'Khả Năng Sáng Tạo Và Tư Duy Hình Ảnh Tốt', 'Sử Dụng Thành Thạo Phần Mềm Thiết Kế Đồ Họa (photoshop, Illustrator, Indesign)', 'Khả Năng Giao Tiếp Và Trình Bày Ý Tưởng', 'Hiểu Biết Về Nguyên Tắc Thiết Kế (màu Sắc, Bố Cục, Typography)']","['Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Thực phẩm / Đồ uống', 'Marketing / Quảng cáo', 'Thiết kế / Kiến trúc']",1,1.0,Junior,TopCV
TCV0056,System Administrator,infra,Công Ty Cổ Phần VCCorp,27000000,11000000,0,Hà Nội,19/09/2025,"['Linux System Administration', 'Networking Fundamentals (tcp Ip, Dns, Routing)', 'Security Best Practices', 'Haproxy Configuration And Management', 'Load Balancing Concepts']",['Chuyên môn System Administrator'],1,1.0,Junior,TopCV
TCV0057,Thiết kế đồ họa (Graphic Design),design,CÔNG TY CỔ PHẦN ĐÀO TẠO VÀ THIẾT KẾ AWE,0,0,1,Hà Nội,20/09/2025,,['Chuyên môn Thiết kế đồ họa (Graphic Design)'],3,3.0,Junior,TopCV
TCV0058,Software Tester (Automation & Manual),developer,Công ty Cổ phần viễn thông FPT,0,0,1,Hà Nội,19/09/2025,"['Kiến Thức Về Kiểm Thử Phần Mềm', 'Kinh Nghiệm Viết Test Case, Test Plan', 'Kinh Nghiệm Sử Dụng Các Công Cụ Kiểm Thử Tự Động (selenium, Junit, Testng, Cucumber, Cypress,...)', 'Kinh Nghiệm Lập Trình (java, Python, C#,...)', 'Kinh Nghiệm Làm Việc Với Hệ Thống Quản Lý Phiên Bản (git)', 'Khả Năng Học Hỏi Nhanh']","['Chuyên môn Software Tester (Automation & Manual)', 'IT - Phần mềm']",3,3.0,Junior,TopCV
TCV0059,Thợ cơ khí,other,Công ty Cổ Phần Công Nghệ Cao HTVG,0,0,1,Hưng Yên,25/09/2025,,"['Chuyên môn Thợ cơ khí', 'Giờ hành chính', 'Tuổi 18 - 39']",0,1.0,Intern,TopCV
TCV0060,Chuyên viên IT Security,security,Công ty Cổ phần viễn thông FPT,10000000,8000000,0,Gia Lai,30/09/2025,"['Quản Trị Mạng', 'An Ninh Mạng', 'Khắc Phục Sự Cố Hệ Thống', 'Kiến Thức Về Phần Cứng Máy Tính', 'Cài Đặt Và Cấu Hình Hệ Thống']","['Chuyên môn Chuyên viên IT Security', 'IT - Phần cứng và máy tính', 'Viễn thông', 'Tuổi 20 - 30']",0,1.0,Mid,TopCV
TCV0061,QA Engineer,developer,CÔNG TY TNHH KIMEI GLOBAL,0,0,1,Đà Nẵng,18/09/2025,"['Kiến Thức Về Quy Trình Kiểm Thử Phần Mềm', 'Kinh Nghiệm Viết Test Case, Test Plan', 'Kinh Nghiệm Sử Dụng Các Công Cụ Quản Lý Test (ví Dụ: Jira, Testrail)', 'Kinh Nghiệm Kiểm Thử Api', 'Kinh Nghiệm Kiểm Thử Cơ Sở Dữ Liệu']","['Chuyên môn QA Engineer', 'IT - Phần mềm', 'Nghỉ thứ 7']",4,4.0,Mid,TopCV
