Gia_tri,So_luong
"['telesales', 'online sales', 'direct sales', 'b2c', 'b2b', 'b2g', 'it - phần mềm', 'thương mại điện tử', 'marketing / quảng cáo', 'có hỗ trợ data', 'giọng miền nam', 'phát âm chuẩn', 'diễn đạt trôi chảy', 'giọng miền trung', 'giọng miền bắc', 'tuổi 19 - 28']",1
"['tiếng anh đọc hiểu', 'tuổi 20 - 30']",1
"['direct sales', 'b2g', 'b2b']",1
"['direct sales', 'online sales', 'telesales', 'b2b', 'it - phần mềm', 'marketing / quảng cáo', 'có hỗ trợ data', 'tuổi 20 - 30']",1
['tiếng trung giao tiếp cơ bản'],1
"['it - phần mềm', 'tuổi 24 - 28']",1
"['in ấn / xuất bản', 'thiết kế / kiến trúc', 'sản xuất ']",1
"['it - phần mềm', 'từ 32 tuổi trở xuống']",1
"['it - phần cứng và máy tính', 'viễn thông']",1
"['marketing / quảng cáo', 'thiết kế / kiến trúc', 'bất động sản', 'tuổi 22 - 35']",1
"['it - phần cứng và máy tính', 'công nghệ kỹ thuật', 'it - phần mềm']",1
"['thiết kế / kiến trúc', 'it - phần mềm']",1
"['it - phần mềm', 'thương mại điện tử', 'viễn thông', 'tuổi 23 - 28']",1
"['direct sales', 'online sales', 'telesales', 'b2b', 'b2c', 'it - phần mềm', 'có hỗ trợ data']",1
"['telesales', 'online sales', 'b2b', 'b2c', 'b2g', 'it - phần mềm', 'có hỗ trợ data', 'giọng miền bắc', 'diễn đạt trôi chảy', 'phát âm chuẩn', 'tuổi 20 - 35']",1
"['direct sales', 'telesales', 'online sales', 'bán hàng tại cửa hàng/showroom', 'b2b', 'b2c', 'in ấn / xuất bản']",1
"['it - phần cứng và máy tính', 'điện toán đám mây (cloud)', 'it - phần mềm']",1
"['direct sales', 'telesales', 'online sales', 'bán hàng tại cửa hàng/showroom', 'b2b', 'b2c', 'it - phần cứng và máy tính', 'marketing / quảng cáo', 'viễn thông', 'có hỗ trợ data', 'diễn đạt trôi chảy', 'phát âm chuẩn']",1
"['it - phần mềm', 'game', 'it - phần cứng và máy tính']",1
"['it - phần cứng và máy tính', 'sản xuất ']",1
"['thương mại điện tử', 'bán lẻ - hàng tiêu dùng - fmcg', 'tuổi 20 - 35']",1
"['direct sales', 'telesales', 'b2b', 'it - phần mềm', 'nhà hàng / khách sạn', 'thực phẩm / đồ uống', 'diễn đạt trôi chảy', 'phát âm chuẩn', 'tuổi 21 - 28']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'tiếng anh giao tiếp cơ bản']",1
"['tài chính', 'it - phần mềm']",1
"['sản xuất ', 'công nghệ kỹ thuật', 'cơ khí / tự động hóa']",1
"['direct sales', 'b2b', 'b2g']",1
"['b2b', 'tiếng nhật jlpt n2']",1
"['tiếng anh giao tiếp cơ bản', 'tiếng anh giao tiếp thành thạo']",1
['tuổi 21 - 25'],1
"['it - phần cứng và máy tính', 'it - phần mềm', 'tuổi 30 - 40']",1
"['direct sales', 'b2b', 'an ninh mạng', 'it - phần mềm', 'it - phần cứng và máy tính', 'có hỗ trợ data', 'tiếng anh toeic 600', 'tuổi 24 - 35']",1
"['an ninh mạng', 'it - phần mềm', 'tiếng anh toeic 500']",1
"['telesales', 'online sales', 'direct sales', 'b2b', 'b2g', 'marketing / quảng cáo', 'công nghệ kỹ thuật', 'thương mại điện tử', 'có hỗ trợ data', 'phát âm chuẩn', 'diễn đạt trôi chảy']",1
"['telesales', 'online sales', 'direct sales', 'b2b', 'it - phần mềm']",1
"['telesales', 'online sales', 'b2b', 'b2c', 'có hỗ trợ data', 'diễn đạt trôi chảy']",1
"['mỹ thuật / nghệ thuật / điện ảnh', 'thiết kế / kiến trúc', 'thương mại điện tử']",1
"['bưu chính', 'tiếng anh toeic 600', 'tiếng anh ielts 6.0', 'tuổi 22 - 35']",1
"['online sales', 'bán hàng tại cửa hàng/showroom', 'b2c', 'it - phần cứng và máy tính', 'tuổi 25 - 35']",1
"['thương mại điện tử', 'tuổi 25 - 40']",1
"['direct sales', 'telesales', 'online sales', 'b2c', 'b2b', 'thương mại điện tử', 'bán lẻ - hàng tiêu dùng - fmcg', 'thực phẩm / đồ uống']",1
"['direct sales', 'b2c', 'b2b']",1
"['it - phần mềm', 'tuổi 23 - 27']",1
"['online sales', 'b2b', 'b2c', 'luật / pháp chế']",1
"['telesales', 'online sales', 'direct sales', 'b2b', 'b2c', 'thương mại điện tử', 'bán lẻ - hàng tiêu dùng - fmcg', 'it - phần mềm', 'có hỗ trợ data', 'phát âm chuẩn', 'diễn đạt trôi chảy']",1
"['it - phần mềm', 'tuổi 24 - 40']",1
['chính phủ/dịch vụ công'],1
"['online sales', 'b2b', 'tuổi 20 - 30']",1
"['direct sales', 'telesales', 'online sales', 'b2b', 'it - phần mềm']",1
"['nhà hàng / khách sạn', 'it - phần mềm', 'tuổi 25 - 35']",1
"['telesales', 'online sales', 'b2c', 'b2b']",1
"['an ninh mạng', 'it - phần cứng và máy tính']",1
"['direct sales', 'b2b', 'it - phần cứng và máy tính', 'điện toán đám mây (cloud)', 'viễn thông']",1
"['direct sales', 'online sales', 'b2b', 'b2c', 'it - phần mềm', 'thương mại điện tử', 'bán lẻ - hàng tiêu dùng - fmcg']",1
"['thiết kế / kiến trúc', 'tuổi 18 - 35']",1
"['it - phần mềm', 'it - phần cứng và máy tính', 'tiếng nhật jlpt n4', 'tiếng nhật jlpt n3', 'tiếng nhật jlpt n2']",1
"['telesales', 'online sales', 'b2b', 'b2c', 'it - phần mềm', 'có hỗ trợ data', 'diễn đạt trôi chảy', 'tuổi 23 - 27']",1
"['it - phần mềm', 'thương mại điện tử', 'marketing / quảng cáo', 'tiếng anh giao tiếp thành thạo']",1
"['thiết kế / kiến trúc', 'tuổi 20 - 30']",1
"['it - phần cứng và máy tính', 'an ninh mạng']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'thương mại điện tử', 'từ 18 tuổi trở lên']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'game']",1
['tuổi 25 - 35'],1
"['it - phần mềm', 'tiếng anh giao tiếp cơ bản', 'tuổi 23 - 30']",1
"['telesales', 'b2b', 'b2c', 'bảo hiểm', 'bất động sản', 'tài chính', 'có hỗ trợ data', 'diễn đạt trôi chảy', 'phát âm chuẩn']",1
"['marketing / quảng cáo', 'quan hệ công chúng', 'mỹ thuật / nghệ thuật / điện ảnh']",1
"['tiếng nhật giao tiếp thành thạo', 'tiếng nhật jlpt n2']",1
"['telesales', 'online sales', 'b2b', 'b2c', 'b2g', 'tài chính', 'kế toán', 'kiểm toán', 'có hỗ trợ data', 'giọng miền bắc', 'phát âm chuẩn']",1
"['tài chính', 'chứng khoán', 'điện toán đám mây (cloud)', 'tiếng anh đọc hiểu', 'tuổi 28 - 38']",1
"['b2b', 'it - phần cứng và máy tính', 'it - phần mềm', 'tuổi 22 - 35']",1
"['an ninh mạng', 'tiếng anh đọc hiểu']",1
"['marketing / quảng cáo', 'tuổi 22 - 26']",1
"['telesales', 'direct sales', 'b2b', 'b2c', 'marketing / quảng cáo', 'thương mại điện tử', 'có hỗ trợ data', 'diễn đạt trôi chảy', 'phát âm chuẩn', 'tuổi 21 - 32']",1
"['báo chí', 'thiết kế / kiến trúc', 'marketing / quảng cáo']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'tài chính']",1
"['it - phần mềm', 'tiếng anh toeic 750', 'tiếng anh toeic 800', 'tiếng anh ielts 6.5', 'tiếng anh ielts 7.0', 'tiếng anh ielts 7.5', 'tiếng anh ielts 8.0']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'viễn thông', 'tuổi 23 - 35']",1
"['it - phần mềm', 'tiếng anh giao tiếp cơ bản', 'tuổi 22 - 40']",1
"['it - phần mềm', 'giáo dục / đào tạo', 'thương mại điện tử']",1
"['b2b', 'b2c', 'it - phần mềm', 'thương mại điện tử']",1
"['telesales', 'online sales', 'b2b', 'b2c', 'b2g', 'it - phần mềm', 'thương mại điện tử', 'có hỗ trợ data', 'diễn đạt trôi chảy', 'phát âm chuẩn']",1
"['online sales', 'b2c', 'it - phần mềm', 'nhà hàng / khách sạn', 'du lịch', 'có hỗ trợ data']",1
"['online sales', 'b2b', 'b2g', 'marketing / quảng cáo', 'it - phần mềm', 'tuổi 22 - 30']",1
"['telesales', 'b2b', 'b2c', 'có hỗ trợ data', 'diễn đạt trôi chảy', 'phát âm chuẩn']",1
"['it - phần mềm', 'logistic / vận tải']",1
"['giáo dục / đào tạo', 'y tế / dược phẩm']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'tiếng anh giao tiếp thành thạo', 'tiếng anh giao tiếp cơ bản']",1
"['chăm sóc sức khỏe / làm đẹp', 'y tế / dược phẩm', 'tuổi 28 - 35']",1
"['điện / điện tử / điện lạnh', 'it - phần mềm']",1
"['thiết kế / kiến trúc', 'tuổi 21 - 27']",1
"['giáo dục / đào tạo', 'tuổi 20 - 25']",1
"['cơ khí / tự động hóa', 'tuổi 20 - 45']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'viễn thông', 'tuổi 24 - 30']",1
"['direct sales', 'b2b', 'b2c', 'b2g', 'it - phần cứng và máy tính', 'thương mại điện tử', 'điện / điện tử / điện lạnh', 'có hỗ trợ data']",1
"['it - phần mềm', 'chứng khoán', 'tài chính', 'tiếng anh giao tiếp thành thạo']",1
"['it - phần mềm', 'may mặc / thời trang', 'tiếng anh giao tiếp thành thạo', 'tuổi 35 - 50']",1
"['online sales', 'b2b', 'tuổi 24 - 30']",1
"['game', 'ngân hàng', 'tài chính']",1
"['it - phần mềm', 'chứng khoán', 'tài chính']",1
"['direct sales', 'telesales', 'online sales', 'b2b', 'b2c', 'it - phần cứng và máy tính', 'có hỗ trợ data', 'phát âm chuẩn', 'diễn đạt trôi chảy', 'tuổi 22 - 30']",1
"['marketing / quảng cáo', 'tuổi 23 - 28']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'sản xuất ', 'tuổi 22 - 30']",1
"['it - phần mềm', 'thương mại điện tử', 'bán lẻ - hàng tiêu dùng - fmcg', 'tuổi 20 - 45']",1
"['marketing / quảng cáo', 'kế toán', 'tiếng anh toeic 800', 'tiếng anh ielts 7.0', 'tuổi 24 - 30']",1
"['it - phần mềm', 'điện toán đám mây (cloud)', 'viễn thông']",1
"['telesales', 'b2b', 'an ninh mạng', 'it - phần mềm', 'it - phần cứng và máy tính', 'có hỗ trợ data', 'phát âm chuẩn', 'diễn đạt trôi chảy', 'tuổi 20 - 35']",1
"['it - phần mềm', 'du lịch', 'logistic / vận tải']",1
"['thiết kế / kiến trúc', 'từ 25 tuổi trở lên']",1
"['direct sales', 'b2b', 'it - phần mềm', 'marketing / quảng cáo']",1
"['bất động sản', 'thiết kế / kiến trúc', 'marketing / quảng cáo', 'tiếng anh giao tiếp thành thạo', 'tuổi 23 - 35']",1
"['it - phần mềm', 'bán lẻ - hàng tiêu dùng - fmcg', 'y tế / dược phẩm']",1
"['marketing / quảng cáo', 'thiết kế / kiến trúc', 'giáo dục / đào tạo']",1
"['it - phần cứng và máy tính', 'tuổi 24 - 35']",1
"['may mặc / thời trang', 'tuổi 21 - 35']",1
"['it - phần mềm', 'nhân sự']",1
"['it - phần mềm', 'thương mại điện tử', 'điện toán đám mây (cloud)']",1
"['b2b', 'có hỗ trợ data', 'tuổi 24 - 30']",1
"['direct sales', 'b2b', 'it - phần mềm']",1
"['lao động phổ thông', 'sản xuất ', 'cơ khí / tự động hóa', 'công nghệ kỹ thuật', 'tuổi 20 - 45']",1
"['it - phần mềm', 'ngân hàng', 'chứng khoán']",1
"['in ấn / xuất bản', 'thiết kế / kiến trúc', 'tuổi 22 - 30']",1
"['in ấn / xuất bản', 'thiết kế / kiến trúc', 'marketing / quảng cáo']",1
"['thiết kế / kiến trúc', 'tiếng anh giao tiếp thành thạo']",1
"['it - phần mềm', 'game', 'tiếng anh toeic 500', 'từ 35 tuổi trở xuống']",1
"['thiết kế / kiến trúc', 'marketing / quảng cáo', 'mỹ thuật / nghệ thuật / điện ảnh']",1
"['it - phần mềm', 'game', 'tiếng anh toeic 500', 'tiếng anh đọc hiểu', 'tuổi 20 - 23']",1
"['direct sales', 'telesales', 'online sales', 'b2b', 'it - phần mềm', 'marketing / quảng cáo', 'công nghệ kỹ thuật']",1
"['an ninh mạng', 'điện toán đám mây (cloud)', 'it - phần mềm']",1
"['sản xuất ', 'công nghệ kỹ thuật', 'cơ khí / tự động hóa', 'tiếng anh giao tiếp thành thạo', 'tuổi 23 - 30']",1
"['mỹ thuật / nghệ thuật / điện ảnh', 'thiết kế / kiến trúc', 'thương mại điện tử', 'tuổi 23 - 40']",1
"['thiết kế / kiến trúc', 'tuổi 22 - 30']",1
"['direct sales', 'online sales', 'b2b', 'b2c', 'có hỗ trợ data', 'tuổi 1993 - 1999']",1
"['thương mại điện tử', 'marketing / quảng cáo', 'bán lẻ - hàng tiêu dùng - fmcg', 'tuổi 24 - 30']",1
"['it - phần mềm', 'điện toán đám mây (cloud)', 'bưu chính']",1
"['b2b', 'b2c', 'b2g']",1
"['b2b', 'it - phần cứng và máy tính', 'công nghệ kỹ thuật']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'y tế / dược phẩm', 'tuổi 22 - 27']",1
"['cơ khí / tự động hóa', 'sản xuất ', 'điện / điện tử / điện lạnh']",1
"['online sales', 'b2g', 'it - phần mềm']",1
"['b2b', 'b2c', 'it - phần mềm', 'tuổi 20 - 29']",1
"['marketing / quảng cáo', 'chăm sóc sức khỏe / làm đẹp', 'tuổi 22 - 40']",1
"['online sales', 'direct sales', 'telesales', 'b2b', 'có hỗ trợ data', 'diễn đạt trôi chảy', 'tuổi 23 - 32']",1
"['game', 'it - phần cứng và máy tính', 'it - phần mềm']",1
"['online sales', 'b2b', 'b2c', 'it - phần mềm', 'có hỗ trợ data', 'tuổi 24 - 35']",1
"['game', 'thiết kế / kiến trúc', 'mỹ thuật / nghệ thuật / điện ảnh']",1
"['marketing / quảng cáo', 'tuổi 20 - 25']",1
"['direct sales', 'telesales', 'b2b', 'it - phần mềm', 'chăm sóc sức khỏe / làm đẹp', 'tuổi 20 - 30']",1
"['it - phần mềm', 'thương mại điện tử', 'tiếng anh đọc hiểu', 'tiếng anh giao tiếp cơ bản']",1
"['giáo dục / đào tạo', 'marketing / quảng cáo']",1
"['marketing / quảng cáo', 'y tế / dược phẩm', 'tuổi 20 - 29']",1
"['b2b', 'it - phần mềm', 'tuổi 22 - 40']",1
"['thiết kế / kiến trúc', 'bán lẻ - hàng tiêu dùng - fmcg']",1
"['it - phần mềm', 'it - phần cứng và máy tính', 'tuổi 20 - 45']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'tuổi 22 - 30']",1
"['it - phần mềm', 'thương mại điện tử', 'tuổi 27 - 35']",1
"['it - phần mềm', 'tuổi 23 - 32']",1
"['tiếng anh toeic 650', 'tiếng nhật jlpt n3']",1
"['may mặc / thời trang', 'marketing / quảng cáo', 'tuổi 24 - 30']",1
"['direct sales', 'online sales', 'b2b', 'it - phần mềm', 'marketing / quảng cáo', 'có hỗ trợ data']",1
"['tài chính', 'kiểm toán', 'thương mại điện tử', 'tuổi 22 - 30']",1
"['bán lẻ - hàng tiêu dùng - fmcg', 'thực phẩm / đồ uống', 'marketing / quảng cáo']",1
"['thiết kế / kiến trúc', 'mỹ thuật / nghệ thuật / điện ảnh', 'tuổi 23 - 32']",1
['từ 25 tuổi trở lên'],1
"['it - phần mềm', 'giáo dục / đào tạo']",1
"['b2b', 'b2c', 'có hỗ trợ data', 'tiếng anh đọc hiểu']",1
"['it - phần mềm', 'điện toán đám mây (cloud)', 'an ninh mạng']",1
"['it - phần mềm', 'sản xuất ', 'điện / điện tử / điện lạnh']",1
['tuổi 23 - 40'],1
"['it - phần cứng và máy tính', 'logistic / vận tải']",1
"['it - phần mềm', 'điện toán đám mây (cloud)', 'thiết kế / kiến trúc', 'tiếng anh giao tiếp thành thạo', 'tiếng anh toeic 750', 'tiếng anh toeic 800', 'tiếng anh ielts 6.0', 'tiếng anh ielts 6.5', 'tiếng anh ielts 7.0', 'tiếng anh ielts 7.5', 'tiếng anh ielts 8.0']",1
"['telesales', 'online sales', 'b2b', 'b2c', 'marketing / quảng cáo', 'có hỗ trợ data', 'diễn đạt trôi chảy']",1
"['tài chính', 'ngân hàng']",1
"['direct sales', 'telesales', 'online sales', 'b2c', 'tuổi 26 - 35']",1
"['b2c', 'b2b', 'it - phần mềm', 'có hỗ trợ data']",1
"['direct sales', 'b2b', 'b2c', 'b2g', 'it - phần cứng và máy tính', 'tiếng anh giao tiếp cơ bản']",1
"['b2b', 'tuổi 22 - 35']",1
['từ 18 tuổi trở lên'],1
"['bất động sản', 'thiết kế / kiến trúc', 'marketing / quảng cáo', 'tuổi 22 - 35']",1
"['it - phần mềm', 'thiết kế / kiến trúc', 'năng lượng / môi trường']",1
"['bán lẻ - hàng tiêu dùng - fmcg', 'thiết kế / kiến trúc', 'may mặc / thời trang']",1
['từ 21 tuổi trở lên'],1
"['it - phần cứng và máy tính', 'nông lâm ngư nghiệp']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'viễn thông', 'tuổi 27 - 30']",1
"['b2b', 'it - phần mềm', 'giáo dục / đào tạo']",1
"['direct sales', 'b2b', 'có hỗ trợ data', 'tuổi 20 - 30']",1
"['cơ khí / tự động hóa', 'tuổi 23 - 30']",1
"['it - phần mềm', 'ngân hàng', 'tài chính', 'tuổi 24 - 28']",1
"['it - phần mềm', 'du lịch', 'nhà hàng / khách sạn']",1
"['b2b', 'it - phần mềm', 'có hỗ trợ data']",1
"['thực phẩm / đồ uống', 'thiết kế / kiến trúc', 'bán lẻ - hàng tiêu dùng - fmcg']",1
"['nhà hàng / khách sạn', 'it - phần mềm']",1
"['direct sales', 'online sales', 'b2b', 'marketing / quảng cáo', 'it - phần mềm']",1
"['thương mại điện tử', 'thiết kế / kiến trúc']",1
"['logistic / vận tải', 'xuất nhập khẩu / hải quan', 'bán lẻ - hàng tiêu dùng - fmcg', 'tiếng anh giao tiếp cơ bản']",1
"['b2b', 'it - phần cứng và máy tính', 'it - phần mềm', 'cơ khí / tự động hóa']",1
"['telesales', 'online sales', 'direct sales', 'b2b', 'b2c', 'it - phần mềm', 'có hỗ trợ data', 'diễn đạt trôi chảy', 'phát âm chuẩn']",1
"['xây dựng', 'từ 20 tuổi trở lên']",1
"['it - phần mềm', 'giáo dục / đào tạo', 'tài chính']",1
"['bất động sản', 'marketing / quảng cáo', 'quan hệ công chúng']",1
"['it - phần cứng và máy tính', 'từ 18 tuổi trở lên']",1
"['ngân hàng', 'tài chính', 'chứng khoán']",1
"['it - phần cứng và máy tính', 'viễn thông', 'tuổi 20 - 30']",1
['mỹ thuật / nghệ thuật / điện ảnh'],1
"['it - phần mềm', 'sản xuất ', 'in ấn / xuất bản']",1
"['logistic / vận tải', 'marketing / quảng cáo']",1
['tuổi 30 - 40'],1
"['cơ khí / tự động hóa', 'công nghệ kỹ thuật', 'tuổi 20 - 45']",1
"['direct sales', 'telesales', 'online sales', 'bán hàng tại cửa hàng/showroom', 'b2b', 'tiếng anh giao tiếp cơ bản', 'từ 40 tuổi trở xuống']",1
"['direct sales', 'b2b', 'it - phần mềm', 'thương mại điện tử', 'có hỗ trợ data', 'tuổi 25 - 40']",1
"['an ninh mạng', 'it - phần mềm', 'it - phần cứng và máy tính', 'tuổi 30 - 50']",1
"['direct sales', 'b2b', 'b2c', 'it - phần cứng và máy tính', 'tuổi 22 - 30']",1
"['direct sales', 'b2b', 'an ninh mạng', 'it - phần cứng và máy tính', 'it - phần mềm', 'có hỗ trợ data', 'tiếng nhật jlpt n2']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'tuổi 20 - 25']",1
"['it - phần mềm', 'tiếng anh ielts 7.0']",1
"['an ninh mạng', 'it - phần cứng và máy tính', 'điện toán đám mây (cloud)']",1
"['it - phần mềm', 'tuổi 25 - 30']",1
"['direct sales', 'online sales', 'telesales', 'b2b', 'có hỗ trợ data', 'phát âm chuẩn', 'diễn đạt trôi chảy', 'tuổi 22 - 32']",1
"['b2b', 'b2c', 'it - phần mềm', 'thương mại điện tử', 'marketing / quảng cáo', 'có hỗ trợ data']",1
"['it - phần mềm', 'tuổi 20 - 35']",1
"['it - phần mềm', 'tuổi 20 - 25']",1
"['online sales', 'b2b', 'có hỗ trợ data', 'tuổi 25 - 45']",1
"['tài chính', 'chứng khoán', 'tiếng anh giao tiếp thành thạo', 'tuổi 25 - 35']",1
"['direct sales', 'b2b', 'it - phần cứng và máy tính', 'it - phần mềm', 'viễn thông']",1
"['telesales', 'b2b', 'viễn thông', 'công nghệ kỹ thuật', 'có hỗ trợ data']",1
"['thương mại điện tử', 'bán lẻ - hàng tiêu dùng - fmcg', 'tài chính']",1
"['it - phần mềm', 'tài chính', 'bảo hiểm']",1
"['marketing / quảng cáo', 'tuổi 25 - 30']",1
"['bất động sản', 'marketing / quảng cáo', 'báo chí']",1
"['it - phần mềm', 'tiếng anh ielts 5.5']",1
"['online sales', 'telesales', 'b2b', 'b2g', 'b2c', 'it - phần mềm', 'marketing / quảng cáo', 'thương mại điện tử', 'diễn đạt trôi chảy', 'tuổi 19 - 25']",1
"['logistic / vận tải', 'it - phần mềm', 'tuổi 26 - 35']",1
"['it - phần mềm', 'thương mại điện tử', 'thực phẩm / đồ uống']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'thương mại điện tử', 'tuổi 20 - 35']",1
['tuổi 26 - 37'],1
"['direct sales', 'b2b', 'it - phần mềm', 'thương mại điện tử', 'điện toán đám mây (cloud)']",1
"['online sales', 'telesales', 'b2b', 'b2c', 'it - phần mềm', 'tài chính', 'marketing / quảng cáo', 'có hỗ trợ data']",1
"['direct sales', 'b2b', 'b2c', 'it - phần mềm', 'marketing / quảng cáo', 'có hỗ trợ data']",1
"['direct sales', 'online sales', 'telesales', 'b2b', 'marketing / quảng cáo', 'có hỗ trợ data']",1
"['thiết kế / kiến trúc', 'marketing / quảng cáo', 'tiếng anh giao tiếp cơ bản']",1
"['ngân hàng', 'tài chính', 'it - phần cứng và máy tính']",1
['tiếng anh toeic 700'],1
"['telesales', 'direct sales', 'b2b', 'diễn đạt trôi chảy', 'giọng miền bắc', 'giọng miền trung', 'giọng miền nam', 'phát âm chuẩn']",1
"['it - phần mềm', 'sản xuất ', 'công nghệ kỹ thuật', 'tuổi 25 - 39']",1
"['it - phần mềm', 'thương mại điện tử', 'tài chính']",1
"['it - phần mềm', 'xây dựng']",1
"['thương mại điện tử', 'tuổi 22 - 35']",1
"['bán lẻ - hàng tiêu dùng - fmcg', 'it - phần mềm']",1
"['thương mại điện tử', 'thiết kế / kiến trúc', 'marketing / quảng cáo', 'tiếng anh đọc hiểu']",1
"['thiết kế / kiến trúc', 'in ấn / xuất bản', 'mỹ thuật / nghệ thuật / điện ảnh', 'tuổi 22 - 40']",1
"['b2b', 'game', 'it - phần mềm']",1
"['telesales', 'online sales', 'b2b', 'it - phần mềm', 'y tế / dược phẩm', 'có hỗ trợ data', 'phát âm chuẩn', 'diễn đạt trôi chảy', 'tuổi 18 - 60']",1
"['online sales', 'telesales', 'b2b', 'b2c', 'b2g', 'it - phần mềm', 'có hỗ trợ data', 'giọng miền bắc', 'diễn đạt trôi chảy', 'tuổi 20 - 35']",1
"['it - phần mềm', 'tiếng anh giao tiếp cơ bản', 'tiếng anh giao tiếp thành thạo']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'tuổi 22 - 35']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'chính phủ/dịch vụ công']",1
"['game', 'marketing / quảng cáo', 'tuổi 22 - 30']",1
"['b2c', 'b2b']",1
"['direct sales', 'b2b', 'it - phần mềm', 'marketing / quảng cáo', 'có hỗ trợ data', 'tuổi 18 - 30']",1
"['ngân hàng', 'tài chính', 'marketing / quảng cáo', 'tuổi 25 - 35']",1
"['bất động sản', 'in ấn / xuất bản', 'marketing / quảng cáo']",1
"['thương mại điện tử', 'chăm sóc sức khỏe / làm đẹp']",1
"['marketing / quảng cáo', 'công nghệ kỹ thuật']",1
"['it - phần mềm', 'viễn thông', 'it - phần cứng và máy tính']",1
"['b2b', 'cơ khí / tự động hóa', 'điện / điện tử / điện lạnh', 'tuổi 20 - 45']",1
"['it - phần mềm', 'từ 20 tuổi trở lên']",1
"['telesales', 'b2c', 'có hỗ trợ data']",1
"['it - phần mềm', 'điện / điện tử / điện lạnh', 'cơ khí / tự động hóa', 'tiếng anh giao tiếp thành thạo']",1
"['thiết kế / kiến trúc', 'sản xuất ', 'marketing / quảng cáo', 'tuổi 23 - 33']",1
"['direct sales', 'online sales', 'b2c', 'b2b', 'thương mại điện tử', 'it - phần mềm', 'tuổi 22 - 28']",1
"['b2c', 'it - phần cứng và máy tính', 'it - phần mềm', 'thương mại điện tử', 'tuổi 22 - 30']",1
['giáo dục / đào tạo'],1
"['online sales', 'telesales', 'b2b', 'b2c', 'it - phần cứng và máy tính', 'it - phần mềm', 'thương mại điện tử', 'có hỗ trợ data', 'tuổi 20 - 30']",1
"['báo chí', 'marketing / quảng cáo']",1
"['marketing / quảng cáo', 'tuổi 22 - 27']",1
"['thiết kế / kiến trúc', 'từ 18 tuổi trở lên']",1
"['bán lẻ - hàng tiêu dùng - fmcg', 'tuổi 22 - 30']",1
"['b2b', 'b2c', 'b2g', 'có hỗ trợ data', 'tuổi 20 - 32']",1
"['online sales', 'telesales', 'b2c', 'b2b']",1
"['it - phần cứng và máy tính', 'điện / điện tử / điện lạnh', 'it - phần mềm']",1
"['direct sales', 'b2c', 'b2b', 'thương mại điện tử', 'bán lẻ - hàng tiêu dùng - fmcg', 'marketing / quảng cáo', 'có hỗ trợ data']",1
"['sản xuất ', 'cơ khí / tự động hóa', 'tuổi 24 - 40']",1
"['bất động sản', 'marketing / quảng cáo', 'tuổi 18 - 25']",1
"['it - phần mềm', 'kế toán']",1
"['b2c', 'an ninh mạng', 'it - phần cứng và máy tính', 'it - phần mềm']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'tiếng anh giao tiếp thành thạo']",1
"['telesales', 'b2b', 'nhân sự', 'it - phần mềm', 'kế toán']",1
"['telesales', 'online sales', 'b2b', 'b2c', 'diễn đạt trôi chảy']",1
"['an ninh mạng', 'chứng khoán', 'it - phần cứng và máy tính']",1
"['bán lẻ - hàng tiêu dùng - fmcg', 'thiết kế / kiến trúc', 'thực phẩm / đồ uống', 'từ 23 tuổi trở lên']",1
['quan hệ công chúng'],1
"['direct sales', 'online sales', 'telesales', 'b2b', 'có hỗ trợ data', 'diễn đạt trôi chảy', 'phát âm chuẩn']",1
"['thiết kế / kiến trúc', 'it - phần mềm', 'tuổi 22 - 35']",1
"['b2b', 'thương mại điện tử', 'có hỗ trợ data', 'tuổi 22 - 35']",1
"['direct sales', 'b2b', 'it - phần mềm', 'có hỗ trợ data', 'tuổi 20 - 27']",1
"['game', 'it - phần mềm', 'tiếng anh giao tiếp thành thạo', 'tuổi 20 - 25']",1
"['điện / điện tử / điện lạnh', 'tiếng anh toeic 550', 'từ 25 tuổi trở lên']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'tuổi 22 - 40']",1
"['direct sales', 'online sales', 'b2b', 'it - phần mềm']",1
"['it - phần mềm', 'it - phần cứng và máy tính', 'tiếng anh toeic 500']",1
"['tài chính', 'chứng khoán', 'tuổi 26 - 32']",1
"['b2b', 'b2c', 'b2g', 'it - phần mềm']",1
"['it - phần mềm', 'thương mại điện tử', 'bán lẻ - hàng tiêu dùng - fmcg']",1
"['xây dựng', 'bất động sản', 'thiết kế / kiến trúc', 'tuổi 27 - 35']",1
